season,seas_id,player_id,player,birth_year,pos,age,lg,tm,experience
1969,3663,822,Howard Komives,NA,PG,27,NBA,DET,5
1969,3664,971,Ira Harge,NA,C,27,ABA,OAK,2
1969,3665,880,Jack Marin,NA,SF,24,NBA,BAL,3
1969,3666,1113,Jack Thompson,NA,G,22,ABA,INA,1
1969,3667,709,Jackie Moreland,1938,PF,30,ABA,NOB,7
1969,3668,1114,Jasper Wilson,NA,SF,21,ABA,NOB,1
1969,3669,1115,Jay Carty,NA,PF,27,NBA,LAL,1
1969,3670,972,Jay Miller,1943,SF,25,NBA,MIL,2
1969,3671,972,Jay Miller,1943,SF,25,ABA,TOT,2
1969,3672,972,Jay Miller,1943,SF,25,ABA,LAS,2
1969,3673,972,Jay Miller,1943,SF,25,ABA,INA,2
1969,3674,823,Jeff Mullins,NA,SG,26,NBA,SFW,5
1969,3675,973,Jeffrey Congdon,NA,PG,25,ABA,DNR,2
1969,3676,800,Jerry Harkness,1940,PG,28,ABA,INA,3
1969,3677,801,Jerry Lucas,NA,PF,28,NBA,CIN,6
1969,3678,974,Jerry Pettway,NA,SG,24,ABA,HSM,2
1969,3679,849,Jerry Sloan,NA,SG,26,NBA,CHI,4
1969,3680,710,Jerry West,NA,SG,30,NBA,LAL,9
1969,3681,825,Jim Barnes,NA,C-PF,27,NBA,TOT,5
1969,3682,825,Jim Barnes,NA,PF,27,NBA,CHI,5
1969,3683,825,Jim Barnes,NA,C,27,NBA,BOS,5
1969,3684,882,Jim Barnett,NA,SG,24,NBA,SDR,3
1969,3685,976,Jim Caldwell,1943,C,26,ABA,KEN,2
1969,3686,977,Jim Davis,NA,C,27,NBA,ATL,2
1969,3687,1116,Jim Eakins,1946,C,22,ABA,OAK,1
1969,3688,978,Jim Fox,NA,C,25,NBA,TOT,2
1969,3689,978,Jim Fox,NA,C,25,NBA,DET,2
1969,3690,978,Jim Fox,NA,C,25,NBA,PHO,2
1969,3691,980,Jim Jarvis,NA,PG,25,ABA,TOT,2
1969,3692,980,Jim Jarvis,NA,PG,25,ABA,MNP,2
1969,3693,980,Jim Jarvis,NA,PG,25,ABA,LAS,2
1969,3694,802,Jim King,NA,PG,27,NBA,SFW,6
1969,3695,1117,Jim Kissane,NA,F,22,ABA,MNP,1
1969,3696,883,Jim Ware,1944,PF,24,ABA,DLC,3
1969,3697,851,Jim Washington,NA,SF,25,NBA,CHI,4
1969,3698,983,Jimmy Jones,1945,PG,24,ABA,NOB,2
1969,3699,984,Jimmy Rayl,NA,PG,27,ABA,INA,2
1969,3700,985,Jimmy Walker,NA,SG,24,NBA,DET,2
1969,3701,826,Joe Caldwell,1941,SG,27,NBA,ATL,5
1969,3702,884,Joe Ellis,NA,SF,24,NBA,SFW,3
1969,3703,1118,Joe Kennedy,1947,SF,22,NBA,SEA,1
1969,3704,777,John Barnhill,1938,PG,30,NBA,BAL,7
1969,3705,987,John Beasley,NA,PF,24,ABA,DLC,2
1969,3706,885,John Block,NA,PF,24,NBA,SDR,3
1969,3707,1119,John Clawson,NA,SF,24,ABA,OAK,1
1969,3708,853,John Fairchild,1943,SF,25,ABA,TOT,3
1969,3709,853,John Fairchild,1943,SF,25,ABA,DNR,3
1969,3710,853,John Fairchild,1943,SF,25,ABA,INA,3
1969,3711,778,John Havlicek,NA,SG,28,NBA,BOS,7
1969,3712,1120,John Smith,NA,C,24,ABA,DLC,1
1969,3713,1121,John Trapp,1945,SF,23,NBA,SDR,1
1969,3714,828,John Tresvant,NA,PF,29,NBA,TOT,5
1969,3715,828,John Tresvant,NA,PF,29,NBA,CIN,5
1969,3716,828,John Tresvant,NA,PF,29,NBA,SEA,5
1969,3717,742,Johnny Egan,NA,PG,30,NBA,LAL,8
1969,3718,691,Johnny Green,NA,PF,35,NBA,PHI,10
1969,3719,993,Johnny Jones,1943,SF,25,ABA,KEN,2
1969,3720,854,Jon McGlocklin,NA,SG,25,NBA,MIL,4
1969,3721,995,Julian Hammond,NA,SF,25,ABA,DNR,2
1969,3722,855,Keith Erickson,NA,SG,24,NBA,LAL,4
1969,3723,1122,Keith Swagerty,NA,PF,23,ABA,HSM,1
1969,3724,996,Ken Wilburn,1944,SF,24,NBA,CHI,2
1969,3725,996,Ken Wilburn,1944,SF,24,ABA,TOT,2
1969,3726,996,Ken Wilburn,1944,SF,24,ABA,NYA,2
1969,3727,996,Ken Wilburn,1944,SF,24,ABA,DNR,2
1969,3728,996,Ken Wilburn,1944,SF,24,ABA,MNP,2
1969,3729,997,Kendall Rhine,NA,C,25,ABA,HSM,2
1969,3730,781,Kevin Loughery,NA,PG,28,NBA,BAL,7
1969,3731,998,Larry Brown,NA,PG,28,ABA,OAK,2
1969,3732,999,Larry Bunce,NA,C,23,ABA,TOT,2
1969,3733,999,Larry Bunce,NA,C,23,ABA,DNR,2
1969,3734,999,Larry Bunce,NA,C,23,ABA,DLC,2
1969,3735,999,Larry Bunce,NA,C,23,ABA,HSM,2
1969,3736,829,Larry Jones,1942,PG,26,ABA,DNR,3
1969,3737,1123,Larry Miller,NA,SG,22,ABA,LAS,1
1969,3738,806,Larry Siegfried,NA,PG,29,NBA,BOS,6
1969,3739,1002,Leary Lentz,NA,SF,23,ABA,TOT,2
1969,3740,1002,Leary Lentz,NA,SF,23,ABA,HSM,2
1969,3741,1002,Leary Lentz,NA,SF,23,ABA,NYA,2
1969,3742,1124,Lee Davis,NA,PF,23,ABA,NOB,1
1969,3743,782,Len Chappell,1941,PF,28,NBA,MIL,7
1969,3744,712,Lenny Wilkens,NA,PG,31,NBA,SEA,9
1969,3745,783,Leroy Ellis,NA,C,28,NBA,BAL,7
1969,3746,1004,Leroy Wright,NA,PF,30,ABA,MNP,2
1969,3747,830,Les Hunter,1942,PF,26,ABA,MMF,3
1969,3748,1006,Levern Tart,NA,SG,26,ABA,TOT,2
1969,3749,1006,Levern Tart,NA,SG,26,ABA,NYA,2
1969,3750,1006,Levern Tart,NA,SG,26,ABA,HSM,2
1969,3751,1006,Levern Tart,NA,SG,26,ABA,DNR,2
1969,3752,1007,Lonnie Wright,NA,SG,24,ABA,DNR,2
1969,3753,887,Lou Hudson,NA,SF,24,NBA,ATL,3
1969,3754,1008,Louie Dampier,1944,PG,24,ABA,KEN,2
1969,3755,1125,Loy Petersen,NA,SG,23,NBA,CHI,1
1969,3756,831,Luke Jackson,1941,C,27,NBA,PHI,5
1969,3757,1009,Mal Graham,NA,PG,23,NBA,BOS,2
1969,3758,1126,Manny Leaks,1945,C,23,ABA,TOT,1
1969,3759,1126,Manny Leaks,1945,C,23,ABA,KEN,1
1969,3760,1126,Manny Leaks,1945,C,23,ABA,NYA,1
1969,3761,1126,Manny Leaks,1945,C,23,ABA,DLC,1
1969,3762,1010,Marlbert Pradd,NA,SG,24,ABA,NOB,2
1969,3763,888,Matt Guokas,1944,SF,24,NBA,PHI,3
1969,3764,1012,Maurice McHartley,NA,PG-SG,26,ABA,TOT,2
1969,3765,1012,Maurice McHartley,NA,SG,26,ABA,NYA,2
1969,3766,1012,Maurice McHartley,NA,PG,26,ABA,MMF,2
1969,3767,832,McCoy McLemore,NA,SF,26,NBA,TOT,5
1969,3768,832,McCoy McLemore,NA,SF,26,NBA,PHO,5
1969,3769,832,McCoy McLemore,NA,SF,26,NBA,DET,5
1969,3770,833,Mel Counts,NA,PF,27,NBA,LAL,5
1969,3771,1013,Mel Daniels,1944,C,24,ABA,INA,2
1969,3772,808,Mel Peterson,1938,SG,30,ABA,OAK,3
1969,3773,1127,Mervin Jackson,NA,PG,22,ABA,LAS,1
1969,3774,1128,Mike Butler,NA,SG,22,ABA,NOB,1
1969,3775,1129,Mike Lewis,NA,C,22,ABA,TOT,1
1969,3776,1129,Mike Lewis,NA,C,22,ABA,INA,1
1969,3777,1129,Mike Lewis,NA,C,22,ABA,MNP,1
1969,3778,1130,Mike Riordan,NA,SF,23,NBA,NYK,1
1969,3779,889,Nate Bowman,NA,C,25,NBA,NYK,3
1969,3780,809,Nate Thurmond,NA,C,27,NBA,SFW,6
1969,3781,890,Neil Johnson,1943,PF,25,NBA,PHO,3
1969,3782,1015,Nick Jones,1945,G,23,ABA,TOT,2
1969,3783,1015,Nick Jones,1945,G,23,ABA,DLC,2
1969,3784,1015,Nick Jones,1945,G,23,ABA,MMF,2
1969,3785,1016,Ollie Darden,NA,PF,24,ABA,TOT,2
1969,3786,1016,Ollie Darden,NA,PF,24,ABA,NYA,2
1969,3787,1016,Ollie Darden,NA,PF,24,ABA,KEN,2
1969,3788,713,Oscar Robertson,NA,PG,30,NBA,CIN,9
1969,3789,1131,Otto Moore,NA,C,22,NBA,DET,1
1969,3790,1132,Pat Frink,NA,SG,23,NBA,CIN,1
1969,3791,1018,Pat Riley,NA,SG,23,NBA,SDR,2
1969,3792,1019,Paul Long,1944,SG,24,ABA,KEN,2
1969,3793,834,Paul Silas,NA,PF,25,NBA,ATL,5
1969,3794,1133,Penny Early,NA,G,25,ABA,KEN,1
1969,3795,1021,Phil Jackson,NA,PF,23,NBA,NYK,2
1969,3796,1134,Phillip Wagner,NA,G,23,ABA,INA,1
1969,3797,1022,Plummer Lott,NA,SF,23,NBA,SEA,2
1969,3798,1024,Randolph Mahaffey,NA,PF,23,ABA,TOT,2
1969,3799,1024,Randolph Mahaffey,NA,PF,23,ABA,KEN,2
1969,3800,1024,Randolph Mahaffey,NA,PF,23,ABA,NYA,2
1969,3801,745,Ray Scott,1938,PF,30,NBA,BAL,8
1969,3802,1026,Red Robbins,NA,C,24,ABA,NOB,2
1969,3803,1135,Reggie Lacefield,NA,G-F,23,ABA,KEN,1
1969,3804,1136,Rich Dumas,NA,G,24,ABA,HSM,1
1969,3805,1137,Rich Johnson,1946,C,22,NBA,BOS,1
1969,3806,1138,Rich Niemann,1946,C,22,NBA,TOT,1
1969,3807,1138,Rich Niemann,1946,C,22,NBA,DET,1
1969,3808,1138,Rich Niemann,1946,C,22,NBA,MIL,1
1969,3809,1029,Richard Clark,NA,SG,25,ABA,HSM,2
1969,3810,628,Richie Guerin,NA,SG,36,NBA,ATL,12
1969,3811,1139,Rick Adelman,NA,PG,22,NBA,SDR,1
1969,3812,856,Rick Barry,1944,SF,24,ABA,OAK,3
1969,3813,1033,Riney Lochmann,NA,SF,24,ABA,DLC,2
1969,3814,1140,Rod Knowles,1946,F-C,22,NBA,PHO,1
1969,3815,1140,Rod Knowles,1946,C,22,ABA,NYA,1
1969,3816,811,Rod Thorn,NA,SG,27,NBA,SEA,6
1969,3817,1034,Roger Brown,1942,SF,26,ABA,INA,2
1969,3818,1141,Ron Boone,1946,SG,22,ABA,DLC,1
1969,3819,1038,Ron Perry,NA,SG-PG,25,ABA,TOT,2
1969,3820,1038,Ron Perry,NA,PG,25,ABA,MMF,2
1969,3821,1038,Ron Perry,NA,SG,25,ABA,NYA,2
1969,3822,1038,Ron Perry,NA,SG,25,ABA,INA,2
1969,3823,1142,Ron Williams,NA,PG,24,NBA,SFW,1
1969,3824,1040,Ronald Franz,NA,SF,23,ABA,NOB,2
1969,3825,694,Rudy LaRusso,NA,SF,31,NBA,SFW,10
1969,3826,1143,Russell Critchfield,NA,PG,22,ABA,OAK,1
1969,3827,652,Sam Jones,NA,SG,35,NBA,BOS,12
1969,3828,1043,Sam Smith,1944,SF,25,ABA,KEN,2
1969,3829,1144,Sam Williams,1945,SG,24,NBA,MIL,1
1969,3830,1145,Shaler Halimon,1945,SF,23,NBA,PHI,1
1969,3831,1146,Skip Harlicka,NA,PG,22,NBA,ATL,1
1969,3832,1044,Skip Thoren,NA,C,25,ABA,MMF,2
1969,3833,1046,Sonny Dove,1945,PF,23,NBA,DET,2
1969,3834,1147,Spider Bennett,NA,PG,25,ABA,TOT,1
1969,3835,1147,Spider Bennett,NA,PG,25,ABA,DLC,1
1969,3836,1147,Spider Bennett,NA,PG,25,ABA,HSM,1
1969,3837,1047,Stan McKenzie,NA,SF,24,NBA,PHO,2
1969,3838,1048,Stephen Chubin,NA,SG,24,ABA,TOT,2
1969,3839,1048,Stephen Chubin,NA,SG,24,ABA,LAS,2
1969,3840,1048,Stephen Chubin,NA,SG,24,ABA,MNP,2
1969,3841,1048,Stephen Chubin,NA,SG,24,ABA,INA,2
1969,3842,1048,Stephen Chubin,NA,SG,24,ABA,NYA,2
1969,3843,1049,Stephen Vacendak,NA,PG,24,ABA,MNP,2
1969,3844,1050,Steve Jones,1942,SG,26,ABA,NOB,2
1969,3845,1051,Steven Kramer,NA,SG,24,ABA,HSM,2
1969,3846,1052,Stew Johnson,NA,PF,24,ABA,TOT,2
1969,3847,1052,Stew Johnson,NA,PF,24,ABA,NYA,2
1969,3848,1052,Stew Johnson,NA,PF,24,ABA,HSM,2
1969,3849,1148,Stu Lantz,NA,SG,22,NBA,SDR,1
1969,3850,788,Terry Dischinger,NA,SF,28,NBA,DET,5
1969,3851,891,Toby Kimball,NA,PF,26,NBA,SDR,3
1969,3852,1149,Tom Boerwinkle,NA,C,23,NBA,CHI,1
1969,3853,695,Tom Hawkins,NA,SF,32,NBA,LAL,10
1969,3854,813,Tom Hoover,1941,C,28,ABA,TOT,5
1969,3855,813,Tom Hoover,1941,C,28,ABA,HSM,5
1969,3856,813,Tom Hoover,1941,C,28,ABA,MNP,5
1969,3857,813,Tom Hoover,1941,C,28,ABA,NYA,5
1969,3858,1150,Tom Kondla,NA,C,22,ABA,TOT,1
1969,3859,1150,Tom Kondla,NA,C,22,ABA,MNP,1
1969,3860,1150,Tom Kondla,NA,C,22,ABA,HSM,1
1969,3861,751,Tom Meschery,NA,SF,30,NBA,SEA,8
1969,3862,718,Tom Sanders,NA,SF,30,NBA,BOS,9
1969,3863,814,Tom Thacker,1939,PG,29,ABA,INA,5
1969,3864,860,Tom Van Arsdale,NA,SG,25,NBA,CIN,4
1969,3865,1055,Tom Workman,1944,F-C,24,NBA,BAL,2
1969,3866,1056,Tommie Bowens,NA,PF,28,ABA,NYA,2
1969,3867,892,Tommy Kron,1943,SG,25,NBA,SEA,3
1969,3868,1058,Tony Jackson,1942,SF,26,ABA,TOT,2
1969,3869,1058,Tony Jackson,1942,SF,26,ABA,NYA,2
1969,3870,1058,Tony Jackson,1942,F-G,26,ABA,MNP,2
1969,3871,1058,Tony Jackson,1942,SF,26,ABA,HSM,2
1969,3872,1151,Tony Koski,NA,SF,22,ABA,NYA,1
1969,3873,1059,Trooper Washington,NA,C,24,ABA,MNP,2
1969,3874,837,Wali Jones,1942,PG,26,NBA,PHI,5
1969,3875,752,Walt Bellamy,NA,C,29,NBA,TOT,8
1969,3876,752,Walt Bellamy,NA,C,29,NBA,NYK,8
1969,3877,752,Walt Bellamy,NA,C,29,NBA,DET,8
1969,3878,1061,Walt Frazier,NA,PG,23,NBA,NYK,2
1969,3879,838,Walt Hazzard,NA,PG,26,NBA,ATL,5
1969,3880,893,Walt Wesley,NA,C,24,NBA,CIN,3
1969,3881,1152,Walter Piatkowski,NA,PF,23,ABA,DNR,1
1969,3882,1062,Walter Simon,NA,SF,29,ABA,NYA,2
1969,3883,1063,Warren Davis,NA,PF,25,ABA,LAS,2
1969,3884,1153,Warren Jabali,NA,SG,22,ABA,OAK,1
1969,3885,1154,Wayne Chapman,NA,SF,23,ABA,KEN,1
1969,3886,680,Wayne Embry,NA,C,31,NBA,MIL,11
1969,3887,790,Wayne Hightower,1940,PF,29,ABA,DNR,7
1969,3888,1155,Wes Unseld,NA,C,22,NBA,BAL,1
1969,3889,861,Will Frazier,1942,C,26,ABA,NYA,3
1969,3890,1156,Willie Iverson,NA,PG,23,ABA,MMF,1
1969,3891,1065,Willie Murrell,NA,SF,27,ABA,MMF,2
1969,3892,1066,Willie Porter,NA,PF,26,ABA,TOT,2
1969,3893,1066,Willie Porter,NA,PF,26,ABA,MNP,2
1969,3894,1066,Willie Porter,NA,PF,26,ABA,HSM,2
1969,3895,1157,Willie Rogers,NA,SG,23,ABA,DNR,1
1969,3896,862,Willie Somerset,1942,PG,26,ABA,TOT,3
1969,3897,862,Willie Somerset,1942,PG,26,ABA,HSM,3
1969,3898,862,Willie Somerset,1942,PG,26,ABA,NYA,3
1969,3899,1158,Willie Worsley,NA,PG,23,ABA,NYA,1
1969,3900,839,Willis Reed,NA,C,26,NBA,NYK,5
1969,3901,699,Wilt Chamberlain,NA,C,32,NBA,LAL,10
1969,3902,1159,Zaid Abdul-Aziz,NA,C,22,NBA,TOT,1
1969,3903,1159,Zaid Abdul-Aziz,NA,C-F,22,NBA,CIN,1
1969,3904,1159,Zaid Abdul-Aziz,NA,C,22,NBA,MIL,1
1969,3905,791,Zelmo Beaty,1939,C,29,NBA,ATL,7
1970,3906,720,Adrian Smith,1936,SG,33,NBA,TOT,9
1970,3907,720,Adrian Smith,1936,SG,33,NBA,CIN,9
1970,3908,720,Adrian Smith,1936,SG,33,NBA,SFW,9
1970,3909,700,Al Attles,NA,PG,33,NBA,SFW,10
1970,3910,1160,Al Cueto,NA,C,23,ABA,MMF,1
1970,3911,1068,Al Hairston,NA,SG,24,NBA,SEA,2
1970,3912,898,Al Tucker,1943,PF,26,NBA,TOT,3
1970,3913,898,Al Tucker,1943,PF,26,NBA,CHI,3
1970,3914,898,Al Tucker,1943,PF,26,NBA,BAL,3
1970,3915,899,Andrew Anderson,NA,SG,24,ABA,TOT,3
1970,3916,899,Andrew Anderson,NA,SG,24,ABA,MMF,3
1970,3917,899,Andrew Anderson,NA,SG,24,ABA,LAS,3
1970,3918,863,Archie Clark,NA,PG,28,NBA,PHI,4
1970,3919,1069,Art Harris,NA,SG,23,NBA,TOT,2
1970,3920,1069,Art Harris,NA,SG,23,NBA,SEA,2
1970,3921,1069,Art Harris,NA,SG,23,NBA,PHO,2
1970,3922,792,Art Heyman,1941,SG,28,ABA,TOT,6
1970,3923,792,Art Heyman,1941,F-G,28,ABA,PTP,6
1970,3924,792,Art Heyman,1941,SG,28,ABA,MMF,6
1970,3925,900,Art Williams,1939,PG,30,NBA,SDR,3
1970,3926,901,Arthur Becker,NA,PF,28,ABA,INA,3
1970,3927,902,Arvesta Kelly,NA,PG,24,ABA,PTP,3
1970,3928,681,Bailey Howell,NA,PF,33,NBA,BOS,11
1970,3929,840,Barry Clemens,NA,SF,26,NBA,SEA,5
1970,3930,815,Barry Kramer,1942,SF,27,ABA,NYA,2
1970,3931,1070,Barry Orms,1946,PG,23,ABA,TOT,2
1970,3932,1070,Barry Orms,1946,PG,23,ABA,INA,2
1970,3933,1070,Barry Orms,1946,PG,23,ABA,PTP,2
1970,3934,756,Ben Warley,1936,SF,33,ABA,DNR,8
1970,3935,1161,Bernie Williams,1945,SG,24,NBA,SDR,1
1970,3936,905,Bill Bradley,1943,SF,26,NBA,NYK,3
1970,3937,757,Bill Bridges,NA,PF,30,NBA,ATL,8
1970,3938,1162,Bill Bunting,NA,SF,22,ABA,CAR,1
1970,3939,1072,Bill Hewitt,NA,PF,25,NBA,TOT,2
1970,3940,1072,Bill Hewitt,NA,PF,25,NBA,LAL,2
1970,3941,1072,Bill Hewitt,NA,PF,25,NBA,DET,2
1970,3942,1073,Bill Hosket,NA,PF,23,NBA,NYK,2
1970,3943,1163,Bill Keller,NA,SG,22,ABA,INA,1
1970,3944,758,Bill McGill,1939,C,30,ABA,TOT,5
1970,3945,758,Bill McGill,1939,C,30,ABA,LAS,5
1970,3946,758,Bill McGill,1939,C,30,ABA,PTP,5
1970,3947,758,Bill McGill,1939,C,30,ABA,DLC,5
1970,3948,864,Bill Melchionni,1944,PG,25,ABA,NYA,3
1970,3949,911,Bill Turner,NA,PF-SF,25,NBA,TOT,3
1970,3950,911,Bill Turner,NA,SF,25,NBA,SFW,3
1970,3951,911,Bill Turner,NA,PF,25,NBA,CIN,3
1970,3952,842,Billy Cunningham,1943,SF,26,NBA,PHI,5
1970,3953,1164,Billy Evans,NA,PG,22,ABA,NYA,1
1970,3954,1165,Bingo Smith,NA,SF,23,NBA,SDR,1
1970,3955,1166,Bob Arnzen,1947,SF,22,ABA,NYA,1
1970,3956,912,Bob Bedell,NA,PF,25,ABA,DLC,3
1970,3957,701,Bob Boozer,NA,PF,32,NBA,SEA,10
1970,3958,1167,Bob Christian,1946,C,23,ABA,TOT,1
1970,3959,1167,Bob Christian,1946,C,23,ABA,DLC,1
1970,3960,1167,Bob Christian,1946,C,23,ABA,NYA,1
1970,3961,420,Bob Cousy,NA,PG,41,NBA,CIN,14
1970,3962,1168,Bob Dandridge,NA,SF,22,NBA,MIL,1
1970,3963,1169,Bob Greacen,1947,SF,22,NBA,MIL,1
1970,3964,1075,Bob Kauffman,NA,PF,23,NBA,CHI,2
1970,3965,866,Bob Love,NA,PF,27,NBA,CHI,4
1970,3966,913,Bob McIntyre,NA,SF,26,ABA,NYA,2
1970,3967,914,Bob Netolicky,NA,PF,27,ABA,INA,3
1970,3968,1170,Bob Portman,NA,SG,22,NBA,SFW,1
1970,3969,1076,Bob Quick,1946,SF,23,NBA,TOT,2
1970,3970,1076,Bob Quick,1946,SF,23,NBA,BAL,2
1970,3971,1076,Bob Quick,1946,SF,23,NBA,DET,2
1970,3972,916,Bob Rule,NA,C,25,NBA,SEA,3
1970,3973,917,Bob Verga,1945,SG,24,ABA,CAR,3
1970,3974,843,Bob Warlick,1941,SG,28,ABA,LAS,5
1970,3975,1077,Bob Warren,NA,SG,23,ABA,LAS,2
1970,3976,844,Bob Weiss,NA,PG,27,NBA,CHI,5
1970,3977,1171,Bob Woollard,NA,C,29,ABA,MMF,1
1970,3978,918,Bobby Edmonds,NA,SF,28,ABA,INA,2
1970,3979,919,Bobby Lewis,NA,SG,24,NBA,SFW,3
1970,3980,921,Bobby Rascoe,NA,SG,29,ABA,KEN,3
1970,3981,1172,Bobby Washington,1947,PG,22,ABA,KEN,1
1970,3982,1173,Brian Heaney,NA,G,23,NBA,BAL,1
1970,3983,1174,Bud Ogden,NA,SF,23,NBA,PHI,1
1970,3984,760,Bud Olsen,1940,PF,29,ABA,KEN,8
1970,3985,1175,Butch Beard,NA,PG,22,NBA,ATL,1
1970,3986,1176,Butch Booker,NA,C,24,ABA,MMF,1
1970,3987,925,Byron Beck,1945,C,25,ABA,DNR,3
1970,3988,1177,Calvin Fowler,NA,SG,29,ABA,CAR,1
1970,3989,867,Cazzie Russell,NA,SF,25,NBA,NYK,4
1970,3990,928,Charles Beasley,NA,SG,24,ABA,DLC,3
1970,3991,929,Charlie Williams,NA,SG,26,ABA,PTP,3
1970,3992,762,Chet Walker,NA,SF,29,NBA,CHI,8
1970,3993,763,Chico Vaughn,1940,SG,29,ABA,PTP,8
1970,3994,931,Cincinnatus Powell,NA,SF,27,ABA,DLC,3
1970,3995,932,Clem Haskins,NA,SG,26,NBA,CHI,3
1970,3996,933,Cliff Anderson,1944,SG,25,ABA,DNR,3
1970,3997,615,Cliff Hagan,1931,SF,38,ABA,DLC,13
1970,3998,868,Clyde Lee,NA,C,25,NBA,SFW,4
1970,3999,662,Connie Dierking,NA,C,33,NBA,CIN,9
1970,4000,934,Connie Hawkins,1942,SF,27,NBA,PHO,3
1970,4001,1084,Craig Raymond,1945,C,24,ABA,TOT,2
1970,4002,1084,Craig Raymond,1945,C,24,ABA,PTP,2
1970,4003,1084,Craig Raymond,1945,C,24,ABA,LAS,2
1970,4004,1085,Dale Schlueter,NA,C,24,NBA,SFW,2
1970,4005,1086,Dallas Thornton,NA,SF,23,ABA,MMF,2
1970,4006,1087,Daniel Sparks,NA,PF,24,ABA,MMF,2
1970,4007,938,Darel Carrier,NA,SG,29,ABA,KEN,3
1970,4008,703,Darrall Imhoff,NA,C,31,NBA,PHI,10
1970,4009,869,Dave Bing,NA,PG,26,NBA,DET,4
1970,4010,767,Dave DeBusschere,NA,PF,29,NBA,NYK,8
1970,4011,663,Dave Gambee,NA,SF,32,NBA,SFW,12
1970,4012,1088,Dave Newmark,1946,C,23,NBA,ATL,2
1970,4013,1178,Dave Scholz,NA,F,21,NBA,PHI,1
1970,4014,845,Dave Stallworth,NA,SF,28,NBA,NYK,3
1970,4015,1089,Dennis Grey,NA,C,22,ABA,NYA,2
1970,4016,942,Dennis Hamilton,1944,PF,25,ABA,PTP,3
1970,4017,686,Dick Barnett,NA,SG,33,NBA,NYK,10
1970,4018,1090,Dick Cunningham,NA,C,23,NBA,MIL,2
1970,4019,1179,Dick Garrett,NA,SG,23,NBA,LAL,1
1970,4020,1180,Dick Grubar,NA,G,22,ABA,INA,1
1970,4021,872,Dick Snyder,NA,SG,25,NBA,TOT,4
1970,4022,872,Dick Snyder,NA,G-F,25,NBA,PHO,4
1970,4023,872,Dick Snyder,NA,SG,25,NBA,SEA,4
1970,4024,846,Dick Van Arsdale,NA,SG,26,NBA,PHO,5
1970,4025,1092,Don Chaney,1946,SG,23,NBA,BOS,2
1970,4026,793,Don Kojis,NA,SF,31,NBA,SDR,7
1970,4027,1094,Don May,NA,SF,24,NBA,NYK,2
1970,4028,770,Don Nelson,NA,PF,29,NBA,BOS,8
1970,4029,705,Don Ohl,NA,SG,33,NBA,ATL,10
1970,4030,1095,Donald Sidle,NA,PF,23,ABA,MMF,2
1970,4031,947,Donnie Freeman,1944,PG,25,ABA,MMF,3
1970,4032,873,Dorie Murrey,NA,C,26,NBA,SEA,4
1970,4033,948,Doug Moe,NA,SF,31,ABA,CAR,3
1970,4034,1097,Dwight Waller,1945,F,24,ABA,DNR,2
1970,4035,949,Earl Monroe,NA,PG,25,NBA,BAL,3
1970,4036,1099,Ed Johnson,NA,C,25,ABA,NYA,2
1970,4037,950,Ed Manning,1944,SF-PF,26,NBA,TOT,3
1970,4038,950,Ed Manning,1944,PF,26,NBA,BAL,3
1970,4039,950,Ed Manning,1944,SF,26,NBA,CHI,3
1970,4040,794,Eddie Miles,NA,SG,29,NBA,TOT,7
1970,4041,794,Eddie Miles,NA,SG,29,NBA,DET,7
1970,4042,794,Eddie Miles,NA,SG,29,NBA,BAL,7
1970,4043,664,Elgin Baylor,NA,SF,35,NBA,LAL,12
1970,4044,1101,Elvin Hayes,NA,C,24,NBA,SDR,2
1970,4045,818,Em Bryant,NA,PG,31,NBA,BOS,6
1970,4046,1181,Erv Staggs,NA,SF,21,ABA,MMF,1
1970,4047,874,Erwin Mueller,1944,PF,25,NBA,TOT,4
1970,4048,874,Erwin Mueller,1944,PF,25,NBA,SEA,4
1970,4049,874,Erwin Mueller,1944,PF,25,NBA,DET,4
1970,4050,1182,Fatty Taylor,1946,PG,23,ABA,WSA,1
1970,4051,1183,Floyd Theard,NA,PG,25,ABA,DNR,1
1970,4052,875,Flynn Robinson,1941,PG,28,NBA,MIL,4
1970,4053,1103,Frank Card,NA,PF,25,ABA,WSA,2
1970,4054,1184,Fred Carter,NA,SG,24,NBA,BAL,1
1970,4055,1104,Fred Foster,NA,SF,23,NBA,CIN,2
1970,4056,847,Fred Hetzel,NA,SF,27,NBA,PHI,5
1970,4057,876,Freddie Crawford,NA,SG,28,NBA,MIL,4
1970,4058,877,Freddie Lewis,1943,PG,26,ABA,INA,4
1970,4059,848,Gail Goodrich,NA,PG,26,NBA,PHO,5
1970,4060,819,Gary Bradds,1942,PF,27,ABA,WSA,5
1970,4061,1105,Gary Gregor,1945,SF,24,NBA,ATL,2
1970,4062,1185,Gene Littles,NA,PG,26,ABA,CAR,1
1970,4063,1106,Gene Moore,NA,C,24,ABA,KEN,2
1970,4064,771,Gene Tormohlen,NA,C,32,NBA,ATL,6
1970,4065,1186,Gene Williams,NA,F,22,ABA,KEN,1
1970,4066,957,George Carter,1944,SF,26,ABA,WSA,2
1970,4067,958,George Lehmann,1942,PG,27,ABA,TOT,3
1970,4068,958,George Lehmann,1942,PG,27,ABA,LAS,3
1970,4069,958,George Lehmann,1942,PG,27,ABA,NYA,3
1970,4070,958,George Lehmann,1942,PG,27,ABA,MMF,3
