season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
2014,NBA,Vince Carter,cartevi01,37,DAL,SG,81,0,1973,8.6,21.1,0.407,3.8,9.6,0.394,4.8,11.4,0.418,0.497,4.2,5.1,0.821,1.7,5.6,7.4,5.5,1.6,0.9,2.8,5.4,25.1,109,110
2014,NBA,Omri Casspi,casspom01,25,HOU,PF,71,2,1283,6.7,15.9,0.422,2.4,6.8,0.347,4.4,9.1,0.479,0.496,3.2,4.7,0.68,2.1,8,10.1,3.4,1.7,0.5,2.8,3.9,19,105,106
2014,NBA,Mario Chalmers,chalmma01,27,MIA,PG,73,73,2178,6.1,13.5,0.454,2.1,5.5,0.385,4,8.1,0.5,0.531,2.9,3.9,0.742,1,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,108,106
2014,NBA,Tyson Chandler,chandty01,31,NYK,C,55,55,1662,6.1,10.3,0.593,0,0,0,6.1,10.3,0.595,0.593,3.1,5,0.632,5.1,11.8,16.9,1.9,1.2,2,2.3,4.6,15.4,120,106
2014,NBA,Wilson Chandler,chandwi01,26,DEN,SF,62,55,1927,7.8,18.7,0.416,3.1,8.9,0.348,4.7,9.8,0.478,0.499,2.8,3.9,0.724,1.5,6,7.5,2.9,1.2,0.8,2,4.9,21.5,107,110
2014,NBA,Josh Childress,childjo01,30,NOP,SF,4,0,24,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,6.5,6.5,4.3,2.2,0,2.2,2.2,0,68,111
2014,NBA,Dionte Christmas,chrisdi01,27,PHO,SF,31,0,198,5.6,15.7,0.355,2.3,7.8,0.29,3.3,7.8,0.419,0.427,4.6,6.1,0.75,3.3,6.3,9.6,2,0.5,0.8,1.5,4.8,18,109,110
2014,NBA,Earl Clark,clarkea01,26,2TM,PF,54,17,768,6.5,17.6,0.372,2.8,8.2,0.336,3.8,9.4,0.403,0.45,1.5,2.3,0.647,1.5,8.1,9.6,1.2,1.1,1.7,2.1,4.5,17.3,92,107
2014,NBA,Earl Clark,clarkea01,26,CLE,PF,45,17,698,6.6,17.7,0.375,3,8.6,0.345,3.7,9.2,0.403,0.458,1,1.8,0.583,1.5,7.9,9.4,1.2,1.2,1.4,2.2,4.5,17.3,91,107
2014,NBA,Earl Clark,clarkea01,26,NYK,PF,9,0,70,5.3,16,0.333,0.8,4.6,0.167,4.6,11.4,0.4,0.357,6.1,7.6,0.8,1.5,10.6,12.2,1.5,0.8,4.6,0.8,4.6,17.5,102,105
2014,NBA,Ian Clark,clarkia01,22,UTA,SG,23,0,172,7.9,20.5,0.388,3.4,9.5,0.355,4.6,11,0.417,0.47,1.5,2.1,0.714,0.9,4.9,5.8,4.6,2.4,0.6,4.3,7.3,20.8,90,111
2014,NBA,Victor Claver,clavevi01,25,POR,SF,21,0,184,4.7,11.5,0.405,0.8,4.9,0.167,3.8,6.6,0.583,0.44,2.7,3,0.909,2.5,8.2,10.7,3.3,0.8,0.8,3,4.4,12.9,99,108
2014,NBA,Norris Cole,coleno01,25,MIA,PG,82,6,2014,5.4,13.1,0.414,1.6,4.5,0.345,3.8,8.5,0.451,0.474,1.4,1.8,0.779,0.4,3.7,4.2,6.5,2,0.1,3.3,4.1,13.8,96,108
2014,NBA,Darren Collison,collida01,26,LAC,PG,80,35,2069,7.8,16.8,0.467,1.7,4.6,0.376,6.1,12.2,0.501,0.518,4.6,5.4,0.857,1.1,3.4,4.5,7.2,2.2,0.4,3.2,3.6,22,113,107
2014,NBA,Jason Collins,collija04,35,BRK,C,22,1,172,3.4,7.3,0.458,0,0.9,0,3.4,6.4,0.524,0.458,0.9,1.2,0.75,2.1,3.7,5.8,1.2,2.4,0.3,2.1,9.2,7.6,91,109
2014,NBA,Nick Collison,collini01,33,OKC,PF,81,0,1353,5,9,0.556,0.1,0.6,0.235,4.8,8.3,0.58,0.564,2.5,3.5,0.71,4.3,6.6,10.9,3.9,1.1,1,2.6,7,12.6,117,106
2014,NBA,Mike Conley,conlemi01,26,MEM,PG,73,73,2446,10.1,22.5,0.45,2.3,6.4,0.361,7.8,16.1,0.484,0.5,4.9,6,0.815,0.9,3.8,4.7,9.6,2.4,0.3,3.3,3.1,27.4,113,106
2014,NBA,Chris Copeland,copelch01,29,IND,SF,41,0,265,10.8,22.9,0.47,6.5,15.5,0.418,4.3,7.4,0.579,0.611,2,2.7,0.714,1.4,4.9,6.3,3.5,0.6,1.4,2.7,7.4,30,116,103
2014,NBA,DeMarcus Cousins,couside01,23,SAC,C,71,71,2298,13.1,26.4,0.496,0,0.2,0,13.1,26.2,0.499,0.496,9.6,13.2,0.726,4.8,13.6,18.4,4.6,2.4,2,5.6,6,35.7,107,101
2014,NBA,Robert Covington,covinro01,23,HOU,SF,7,0,34,8.8,20.5,0.429,5.9,16.1,0.364,2.9,4.4,0.667,0.571,0,0,NA,2.9,4.4,7.3,0,2.9,0,1.5,4.4,23.5,112,106
2014,NBA,Allen Crabbe,crabbal01,21,POR,SG,15,0,100,6.1,16.7,0.364,3,7.1,0.429,3,9.6,0.316,0.455,1.5,2,0.75,0.5,4,4.6,3,1,0.5,1.5,5.1,16.7,100,110
2014,NBA,Jamal Crawford,crawfja01,33,LAC,SG,69,24,2094,10.1,24.2,0.416,3.8,10.7,0.361,6.2,13.5,0.46,0.496,6.7,7.7,0.866,0.8,3,3.8,5.3,1.4,0.3,3.2,2.9,30.6,110,109
2014,NBA,Jordan Crawford,crawfjo02,25,2TM,PG,81,35,1859,8.9,21.6,0.415,2.5,7.8,0.316,6.5,13.8,0.471,0.472,4,4.6,0.864,0.8,4.2,5,7.7,1.3,0.1,3.7,3.3,24.4,104,109
2014,NBA,Jordan Crawford,crawfjo02,25,BOS,PG,39,35,1198,8.1,19.5,0.413,2.1,6.7,0.318,5.9,12.8,0.463,0.468,4.7,5.4,0.873,0.8,4.4,5.2,9.6,1.5,0.1,3.6,3.3,23,108,110
2014,NBA,Jordan Crawford,crawfjo02,25,GSW,SG,42,0,661,10.5,25.1,0.417,3,9.7,0.313,7.5,15.5,0.483,0.477,2.7,3.2,0.837,0.8,4,4.8,4.3,1,0.2,3.8,3.3,26.7,96,107
2014,NBA,Jae Crowder,crowdja01,23,DAL,SF,78,8,1254,5.3,12.1,0.439,2,6.2,0.331,3.3,5.9,0.552,0.524,1.9,2.5,0.754,1.9,6.1,7.9,2.5,2.4,0.9,1.7,4.1,14.6,110,108
2014,NBA,Dante Cunningham,cunnida01,26,MIN,PF,81,7,1635,7.1,15.4,0.464,0,0.2,0,7.1,15.2,0.468,0.464,1.1,2,0.567,3.4,6.6,10,2.5,1.9,1.7,1.3,4.4,15.4,104,105
2014,NBA,Jared Cunningham,cunnija01,22,2TM,SG,13,0,80,3.8,13.3,0.286,0.6,4.4,0.143,3.2,8.9,0.357,0.31,8.3,10.2,0.813,0.6,3.2,3.8,5.1,1.9,0,1.3,10.2,16.5,108,110
2014,NBA,Jared Cunningham,cunnija01,22,ATL,SG,5,0,22,2.3,4.6,0.5,0,2.3,0,2.3,2.3,1,0.5,0,4.6,0,0,2.3,2.3,6.9,0,0,4.6,6.9,4.6,64,114
2014,NBA,Jared Cunningham,cunnija01,22,SAC,SG,8,0,58,4.4,16.7,0.263,0.9,5.3,0.167,3.5,11.4,0.308,0.289,11.4,12.3,0.929,0.9,3.5,4.4,4.4,2.6,0,0,11.4,21.1,119,109
2014,NBA,Seth Curry,curryse01,23,2TM,PG,2,0,13,4,12,0.333,4,4,1,0,8,0,0.5,0,0,NA,0,4,4,0,8,0,0,0,12,106,96
2014,NBA,Seth Curry,curryse01,23,MEM,PG,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,114
2014,NBA,Seth Curry,curryse01,23,CLE,PG,1,0,9,5.7,17.2,0.333,5.7,5.7,1,0,11.5,0,0.5,0,0,NA,0,5.7,5.7,0,11.5,0,0,0,17.2,106,88
2014,NBA,Stephen Curry,curryst01,25,GSW,PG,78,78,2846,11.4,24.2,0.471,4.6,10.8,0.424,6.9,13.5,0.509,0.566,5.4,6.1,0.885,0.8,5,5.9,11.7,2.2,0.2,5.2,3.4,32.8,117,104
2014,NBA,Samuel Dalembert,dalemsa01,32,DAL,C,80,68,1614,6.8,12,0.568,0,0,0,6.8,12,0.569,0.568,3.2,4.4,0.737,6.4,10.8,17.2,1.2,1.3,3,2.9,6.7,16.8,117,105
2014,NBA,Troy Daniels,danietr01,22,HOU,SG,5,1,75,10,20.6,0.484,8,16.6,0.48,2,4,0.5,0.677,0,0,NA,0,2.7,2.7,3.3,0,0,2,4,27.9,126,114
2014,NBA,Gigi Datome,datomlu01,26,DET,SF,34,0,238,7.2,20.6,0.351,1.5,8.3,0.179,5.7,12.3,0.466,0.387,1.7,2.1,0.8,3,6.8,9.8,2.3,1.3,0.2,2.3,4.2,17.6,90,112
2014,NBA,Brandon Davies,daviebr01,22,PHI,PF,51,0,575,4.5,10.8,0.422,0.2,0.8,0.2,4.4,9.9,0.441,0.43,2.9,4.5,0.642,3.2,6,9.2,2.4,2,0.7,2.9,7.7,12.1,93,110
2014,NBA,Anthony Davis,davisan02,20,NOP,PF,67,66,2358,11.5,22.2,0.519,0,0.2,0.222,11.5,22,0.522,0.52,7.7,9.7,0.791,4.6,10.3,14.9,2.3,2,4.2,2.4,4.4,30.8,119,104
2014,NBA,Ed Davis,davised01,24,MEM,PF,63,4,956,8.7,16.2,0.534,0,0,NA,8.7,16.2,0.534,0.534,2.6,5,0.528,5.1,9.4,14.5,1.5,0.9,2.4,2.2,6.4,19.9,110,103
2014,NBA,Glen Davis,davisgl01,28,2TM,PF,68,44,1662,8.3,18.2,0.457,0.1,0.3,0.364,8.2,17.9,0.459,0.46,2.9,4.2,0.693,3.3,7.5,10.8,2.4,1.8,0.9,2.3,4.9,19.7,99,106
2014,NBA,Glen Davis,davisgl01,28,ORL,PF,45,43,1354,8.8,19.4,0.453,0.2,0.4,0.4,8.6,19,0.454,0.457,2.9,4.3,0.675,3.3,7.4,10.7,2.7,1.7,0.8,2.2,4.2,20.6,99,107
2014,NBA,Glen Davis,davisgl01,28,LAC,PF,23,1,308,6.3,13.2,0.481,0,0.2,0,6.3,13,0.488,0.481,2.9,3.7,0.783,3.4,7.8,11.2,1.1,1.9,1.1,2.8,7.8,15.6,101,104
2014,NBA,Austin Daye,dayeau01,25,2TM,SF,22,1,148,8.3,23.4,0.353,4.1,12.7,0.324,4.1,10.7,0.387,0.441,2.1,3.4,0.6,1.7,7.6,9.3,2.8,1.4,1.4,1.7,6.2,22.7,94,103
2014,NBA,Austin Daye,dayeau01,25,TOR,SF,8,0,33,4.8,20.6,0.231,0,12.7,0,4.8,7.9,0.6,0.231,3.2,4.8,0.667,3.2,7.9,11.1,3.2,0,0,0,6.3,12.7,79,109
2014,NBA,Austin Daye,dayeau01,25,SAS,SF,14,1,115,9.2,24.2,0.382,5.3,12.7,0.414,4,11.4,0.346,0.491,1.8,3.1,0.571,1.3,7.5,8.8,2.6,1.8,1.8,2.2,6.2,25.5,98,101
2014,NBA,Nando De Colo,decolna01,26,2TM,SF,47,3,494,6.6,15.9,0.418,1.9,5.5,0.34,4.8,10.4,0.46,0.477,3.2,3.6,0.886,1.5,6.1,7.6,6.7,2.3,0.6,3.6,5,18.3,103,103
2014,NBA,Nando De Colo,decolna01,26,SAS,SF,26,3,301,7.1,15.6,0.452,1.7,5.2,0.323,5.4,10.4,0.516,0.505,3,3.7,0.818,1,6.5,7.6,5.4,2.5,0.5,3.5,4.2,18.8,102,101
2014,NBA,Nando De Colo,decolna01,26,TOR,SF,21,0,193,6,16.2,0.367,2.2,6,0.364,3.8,10.3,0.368,0.433,3.5,3.5,1,2.2,5.4,7.6,8.9,1.9,0.8,3.8,6.2,17.6,105,105
2014,NBA,Dewayne Dedmon,dedmode01,24,3TM,C,31,6,390,4.9,10.7,0.458,0,0,NA,4.9,10.7,0.458,0.458,2.7,4.1,0.656,4.9,11.4,16.3,0.6,0.9,2.8,2.3,8.5,12.5,100,105
2014,NBA,Dewayne Dedmon,dedmode01,24,GSW,C,4,0,6,0,8.3,0,0,0,NA,0,8.3,0,0,8.3,16.6,0.5,0,0,0,0,0,0,0,8.3,8.3,62,111
2014,NBA,Dewayne Dedmon,dedmode01,24,PHI,C,11,0,150,4.8,9.4,0.517,0,0,NA,4.8,9.4,0.517,0.517,2.3,4.2,0.538,3.6,12.3,15.8,1,0,2.9,2.9,9,11.9,96,108
2014,NBA,Dewayne Dedmon,dedmode01,24,ORL,C,16,6,234,5,11.6,0.434,0,0,NA,5,11.6,0.434,0.434,2.8,3.7,0.765,5.9,11.2,17.1,0.4,1.5,2.8,2,8.1,12.9,104,103
2014,NBA,Matthew Dellavedova,dellama01,23,CLE,SG,72,4,1271,4.9,12,0.412,2.3,6.3,0.368,2.6,5.7,0.461,0.508,1.5,1.9,0.792,1.2,3.8,5,7.6,1.3,0.2,2.4,4.9,13.8,111,111
2014,NBA,Luol Deng,denglu01,28,2TM,SF,63,63,2213,8.7,20.3,0.431,1.3,4.5,0.302,7.4,15.8,0.468,0.465,5,6.3,0.791,2.3,6.2,8.5,4.3,1.5,0.2,2.7,2.6,23.8,106,107
2014,NBA,Luol Deng,denglu01,28,CHI,SF,23,23,860,9.9,21.9,0.452,1.1,3.8,0.274,8.8,18.1,0.49,0.476,6.2,7.7,0.815,2.5,7.3,9.8,5.3,1.5,0.2,3.7,3.3,27.1,106,102
2014,NBA,Luol Deng,denglu01,28,CLE,SF,40,40,1353,8,19.3,0.417,1.5,4.8,0.315,6.5,14.4,0.451,0.457,4.2,5.5,0.771,2.2,5.5,7.7,3.7,1.4,0.2,2.1,2.2,21.8,106,110
2014,NBA,DeMar DeRozan,derozde01,24,TOR,SG,79,79,3017,10.5,24.4,0.429,1.1,3.6,0.305,9.4,20.7,0.451,0.452,9,10.9,0.824,0.9,5.1,5.9,5.4,1.5,0.5,3,3.4,31,110,107
2014,NBA,Boris Diaw,diawbo01,31,SAS,PF,79,24,1974,7.7,14.8,0.521,1.2,2.9,0.402,6.6,12,0.549,0.559,1.7,2.4,0.739,1.9,6.5,8.3,5.7,1.1,0.8,3.1,3.6,18.4,109,104
2014,NBA,Gorgui Dieng,dienggo01,24,MIN,C,60,15,818,6.8,13.7,0.498,0.1,0.1,1,6.8,13.6,0.496,0.5,3.6,5.6,0.634,6.2,11.9,18.1,2.4,1.8,3,3.3,6.5,17.2,106,100
2014,NBA,Chris Douglas-Roberts,douglch01,27,CHA,SF,49,8,1016,5.7,12.9,0.44,2.6,6.7,0.386,3.1,6.1,0.5,0.542,3.4,4.2,0.805,0.8,5.3,6.1,2.6,1.5,0.8,1.8,3.1,17.3,111,105
2014,NBA,Toney Douglas,douglto01,27,2TM,PG,51,17,675,5.6,14.5,0.384,2.4,7.8,0.304,3.2,6.7,0.477,0.466,1.9,2.6,0.735,1.4,5.3,6.6,5.2,1.5,0.4,2.6,6.2,15.4,101,107
2014,NBA,Toney Douglas,douglto01,27,GSW,PG,24,0,265,6,16.2,0.372,3.6,11.1,0.322,2.4,5.1,0.481,0.483,0.9,1.5,0.625,0.8,4.1,4.9,3.6,1.1,0.4,3,6.4,16.6,93,106
2014,NBA,Toney Douglas,douglto01,27,MIA,PG,27,17,410,5.3,13.3,0.394,1.5,5.5,0.279,3.7,7.8,0.475,0.452,2.6,3.3,0.769,1.8,6,7.8,6.3,1.7,0.4,2.3,6,14.6,106,107
2014,NBA,Goran Dragić,dragigo01,27,PHO,SG,76,75,2668,10.4,20.5,0.505,2.3,5.6,0.408,8.1,14.9,0.542,0.561,5.9,7.8,0.76,1.3,3.3,4.6,8.4,2,0.4,4,3.9,29,119,109
2014,NBA,Andre Drummond,drumman01,20,DET,C,81,81,2619,9.2,14.8,0.623,0,0,0,9.2,14.8,0.625,0.623,2.6,6.3,0.418,8.5,12.2,20.7,0.7,2,2.5,2.1,5.3,21.1,121,104
2014,NBA,Jared Dudley,dudleja01,28,LAC,SF,74,43,1729,5.7,12.9,0.438,2.3,6.5,0.36,3.3,6.4,0.518,0.529,1.1,1.7,0.655,1,3.6,4.6,3,1.2,0.3,1.6,4.2,14.8,107,109
2014,NBA,Tim Duncan,duncati01,37,SAS,C,74,74,2158,10.4,21.2,0.49,0,0.1,0,10.4,21.1,0.493,0.49,5.4,7.4,0.731,3.7,13.2,16.9,5.2,1,3.3,3.7,3.1,26.2,106,98
2014,NBA,Mike Dunleavy,dunlemi02,33,CHI,SF,82,61,2584,6.9,15.9,0.43,2.5,6.7,0.38,4.3,9.3,0.467,0.51,2.9,3.4,0.854,0.9,6.2,7.1,3.8,1.3,0.9,2.2,3.4,19.1,108,102
2014,NBA,Kevin Durant,duranke01,25,OKC,SF,81,81,3122,13.7,27.2,0.503,3.1,7.9,0.391,10.6,19.3,0.549,0.56,11.3,13,0.873,0.9,8.7,9.6,7.2,1.7,1,4.6,2.8,41.8,123,104
2014,NBA,Shane Edwards,edwarsh01,26,CLE,SF,2,0,12,4.3,12.9,0.333,0,0,NA,4.3,12.9,0.333,0.333,0,0,NA,4.3,4.3,8.6,0,0,0,4.3,4.3,8.6,64,114
2014,NBA,Wayne Ellington,ellinwa01,26,DAL,SG,45,1,393,7.2,16.5,0.437,3.3,7.7,0.424,3.9,8.7,0.448,0.536,1.3,1.4,0.909,1,4.6,5.6,2.5,2.1,0.3,1.4,4.3,18.9,110,110
2014,NBA,Monta Ellis,ellismo01,28,DAL,SG,82,82,3023,9.8,21.7,0.451,1.2,3.5,0.33,8.6,18.1,0.474,0.478,5.8,7.3,0.788,0.6,4.4,5,8,2.4,0.4,4.5,3.3,26.5,104,109
2014,NBA,Melvin Ely,elyme01,35,NOP,C,2,0,27,5.8,11.6,0.5,0,0,NA,5.8,11.6,0.5,0.5,0,0,NA,0,1.9,1.9,0,0,1.9,0,9.6,11.6,104,116
2014,NBA,Jeremy Evans,evansje01,26,UTA,SF,66,4,1209,7.6,14.4,0.527,0,0.1,0,7.6,14.3,0.53,0.527,2.2,3.3,0.68,5.2,8.3,13.5,1.9,1.8,2,1.7,6,17.4,114,109
2014,NBA,Reggie Evans,evansre01,33,2TM,PF,54,20,899,4.1,8.6,0.473,0,0,NA,4.1,8.6,0.473,0.473,4.1,7.5,0.554,6.6,12.6,19.2,1.2,2.1,0.2,3.3,6.8,12.3,102,104
2014,NBA,Reggie Evans,evansre01,33,BRK,PF,30,6,399,3,7.8,0.39,0,0,NA,3,7.8,0.39,0.39,4.6,8.6,0.538,7,12.6,19.6,0.7,1.7,0.3,3.7,7.1,10.7,94,104
2014,NBA,Reggie Evans,evansre01,33,SAC,PF,24,14,500,4.9,9.3,0.527,0,0,NA,4.9,9.3,0.527,0.527,3.8,6.6,0.569,6.3,12.5,18.8,1.6,2.4,0.1,3.1,6.6,13.5,108,104
2014,NBA,Tyreke Evans,evansty01,24,NOP,SF,72,22,2028,10,23,0.436,0.5,2.4,0.221,9.5,20.6,0.461,0.448,6.1,8,0.771,2,6.8,8.8,9.3,2.2,0.5,4.5,4,26.8,103,110
2014,NBA,Kenneth Faried,farieke01,24,DEN,PF,80,77,2178,10,18.4,0.545,0,0.1,0,10,18.4,0.547,0.545,4.5,7,0.65,5.3,10,15.4,2.2,1.6,1.6,3,4.3,24.6,113,106
2014,NBA,Jordan Farmar,farmajo01,27,LAL,PG,41,5,912,8.1,19.4,0.415,3.7,8.5,0.438,4.3,10.9,0.397,0.511,2.3,3.1,0.746,1.1,4.5,5.5,10.6,2,0.4,5.1,3.5,22.2,101,112
2014,NBA,Vítor Luiz Faverani,favervi01,25,BOS,C,37,8,488,6.7,15.5,0.435,1.3,4.2,0.3,5.5,11.3,0.486,0.476,2.5,3.9,0.649,4.4,9.1,13.5,1.7,1.5,2.8,4.3,7.8,17.3,92,104
2014,NBA,Derrick Favors,favorde01,22,UTA,PF,73,73,2201,9.3,17.8,0.522,0,0,0,9.3,17.8,0.523,0.522,4.5,6.8,0.669,4.7,10.5,15.2,2.2,1.8,2.6,3.1,5.6,23.2,108,107
2014,NBA,Carrick Felix,felixca01,23,CLE,SG,7,0,38,9.5,19,0.5,2.7,6.8,0.4,6.8,12.2,0.556,0.571,4.1,5.4,0.75,1.4,6.8,8.1,5.4,0,0,5.4,5.4,25.8,104,112
2014,NBA,Raymond Felton,feltora01,29,NYK,PG,65,65,2017,6.3,16,0.395,1.6,5.1,0.318,4.7,10.9,0.431,0.446,2.3,3.2,0.721,1.4,3.8,5.2,9.6,2.1,0.7,3.4,4.1,16.6,103,111
2014,NBA,Landry Fields,fieldla01,25,TOR,SF,30,2,322,4.4,10.9,0.403,0,0.8,0,4.4,10.1,0.435,0.403,2.3,3.6,0.636,2.4,7.1,9.6,3.2,1.6,0.5,1.8,4.1,11,98,105
2014,NBA,Derek Fisher,fishede01,39,OKC,SG,81,0,1428,5,12.7,0.391,3.1,8.1,0.384,1.9,4.6,0.402,0.512,1.9,2.5,0.775,0.4,3.9,4.3,4.1,2.5,0.1,1.7,5.5,15,110,106
2014,NBA,Evan Fournier,fournev01,21,DEN,SG,76,4,1503,7.4,17.7,0.419,2.9,7.7,0.376,4.5,10,0.453,0.501,3,4,0.756,1.1,5.5,6.6,3.6,1.1,0.2,3.3,5.8,20.8,101,111
2014,NBA,Randy Foye,foyera01,30,DEN,SG,81,78,2485,7.1,17.2,0.413,3.7,9.8,0.38,3.4,7.4,0.456,0.521,3.1,3.6,0.849,0.7,3.9,4.6,5.7,1.3,0.8,2.9,4,21,110,111
2014,NBA,Jamaal Franklin,frankja01,22,MEM,SG,21,0,161,5.3,12.9,0.41,1.7,3.6,0.455,3.6,9.3,0.393,0.474,0.7,0.7,1,1.3,6.3,7.6,2,1.3,0.7,3.6,7.6,12.9,85,106
2014,NBA,Jimmer Fredette,fredeji01,24,2TM,SG,49,0,519,10.5,22.4,0.471,3.9,8.3,0.476,6.6,14.1,0.469,0.559,1.9,2.1,0.905,0.8,4.3,5.1,6.3,1.4,0.3,4.7,3.4,26.9,105,110
2014,NBA,Jimmer Fredette,fredeji01,24,SAC,SG,41,0,463,10.3,21.8,0.475,4,8,0.493,6.4,13.7,0.464,0.566,1.9,2.1,0.895,0.8,4.2,4.9,6.7,1.5,0.3,4.8,3.1,26.5,106,111
2014,NBA,Jimmer Fredette,fredeji01,24,CHI,SG,8,0,56,12.4,27.6,0.448,3.8,10.5,0.364,8.6,17.1,0.5,0.517,1.9,1.9,1,1,5.7,6.7,2.9,0,0,3.8,6.7,30.4,97,106
2014,NBA,Joel Freeland,freeljo01,26,POR,C,52,0,727,5.4,11.3,0.475,0,0.1,0,5.4,11.1,0.481,0.475,1.4,2,0.69,6.1,8.4,14.5,2.5,0.7,1.5,2.2,6.6,12.1,109,107
2014,NBA,Channing Frye,fryech01,30,PHO,PF,82,82,2312,7.3,16.9,0.432,3.5,9.4,0.37,3.8,7.5,0.509,0.535,1.7,2.1,0.821,1.6,7.4,9,2.1,1.3,1.4,1.9,5.3,19.7,111,107
2014,NBA,Francisco García,garcifr01,32,HOU,SF,55,4,1083,5.4,13.5,0.401,3.2,8.9,0.358,2.3,4.6,0.485,0.519,0.5,0.9,0.526,1,4.6,5.6,2.9,1.2,1.5,1.4,5.5,14.5,108,108
2014,NBA,Kevin Garnett,garneke01,37,BRK,C,54,54,1109,7.4,16.8,0.441,0,0.1,0,7.4,16.7,0.445,0.441,1.8,2.2,0.809,2.8,14.1,16.9,3.9,2,1.9,3.3,5.8,16.7,93,101
2014,NBA,Diante Garrett,garredi02,25,UTA,PG,71,0,1048,5.1,13.3,0.381,1.8,4.8,0.375,3.3,8.5,0.385,0.449,0.5,0.6,0.833,0.6,4.3,4.9,6,2.1,0.3,3.8,3.8,12.4,87,113
2014,NBA,Marc Gasol,gasolma01,29,MEM,C,59,59,1970,9.1,19.3,0.473,0.1,0.3,0.182,9.1,19,0.477,0.474,5,6.5,0.768,2.3,9.2,11.5,5.8,1.6,2.1,3,4.1,23.3,108,102
2014,NBA,Pau Gasol,gasolpa01,33,LAL,C,60,60,1884,11,22.9,0.48,0.1,0.4,0.286,10.9,22.5,0.483,0.482,4.8,6.6,0.736,3.2,11.8,15,5.2,0.7,2.4,3.6,3.2,26.9,102,108
2014,NBA,Rudy Gay,gayru01,27,2TM,SF,73,73,2531,10.9,23.9,0.455,1.3,4,0.33,9.6,19.9,0.481,0.483,6.4,7.8,0.822,2.3,6.6,8.8,4.2,1.9,1.1,4.5,3.5,29.5,104,107
2014,NBA,Rudy Gay,gayru01,27,TOR,SF,18,18,639,10.6,27.4,0.388,1.8,4.8,0.373,8.8,22.6,0.391,0.421,5.6,7.2,0.773,2.4,8.5,10.9,3.3,2.3,1.9,4.8,3.8,28.6,91,102
2014,NBA,Rudy Gay,gayru01,27,SAC,SF,55,55,1892,10.9,22.7,0.482,1.2,3.7,0.312,9.8,19,0.516,0.508,6.7,8,0.836,2.3,5.9,8.2,4.5,1.8,0.9,4.4,3.3,29.8,108,109
2014,NBA,Alonzo Gee,geeal01,26,CLE,SF,65,24,1020,5,11.9,0.415,1,2.9,0.328,4,9,0.444,0.456,2.2,3.1,0.705,1.8,5.8,7.5,2.4,2,0.8,2.2,4.9,13,97,107
2014,NBA,Paul George,georgpa01,23,IND,SF,80,80,2898,10.3,24.4,0.424,3.3,9,0.364,7.1,15.4,0.458,0.49,7.2,8.3,0.864,1.1,8.6,9.7,5.1,2.7,0.4,4,3.5,31.1,107,97
2014,NBA,Taj Gibson,gibsota01,28,CHI,PF,82,8,2351,9.7,20.3,0.479,0,0.2,0,9.7,20.1,0.483,0.479,4.8,6.4,0.751,4.5,8.1,12.6,2.1,0.9,2.5,3.4,4.7,24.2,102,100
2014,NBA,Manu Ginóbili,ginobma01,36,SAS,SG,68,3,1550,9.6,20.4,0.469,2.9,8.4,0.349,6.7,12,0.553,0.541,5.2,6.1,0.851,1,5.6,6.6,9.6,2.3,0.6,4.5,4.2,27.3,112,103
2014,NBA,Rudy Gobert,goberru01,21,UTA,C,45,0,434,4.4,9,0.486,0,0,NA,4.4,9,0.486,0.486,3.9,7.9,0.492,6.2,12.6,18.8,0.8,1,5,3.9,6.9,12.6,94,104
2014,NBA,Ryan Gomes,gomesry01,31,OKC,SF,5,0,34,4.4,11.8,0.375,0,3,0,4.4,8.9,0.5,0.375,0,0,NA,0,5.9,5.9,1.5,0,0,1.5,7.4,8.9,75,110
2014,NBA,Drew Gooden,goodedr01,32,WAS,C,22,0,395,9.9,18.6,0.531,0.9,2.2,0.412,9,16.4,0.548,0.556,3.1,3.5,0.889,4.8,10,14.9,2,1.3,0.9,2.2,6.9,23.9,117,104
2014,NBA,Archie Goodwin,goodwar01,19,PHO,SG,52,0,533,7.1,15.7,0.455,0.5,3.4,0.139,6.7,12.3,0.542,0.47,3.5,5.2,0.673,2.4,5.8,8.2,1.9,1.9,1,4.1,4.2,18.2,93,107
2014,NBA,Ben Gordon,gordobe01,30,CHA,SG,19,0,279,6.9,20.1,0.343,1.5,5.4,0.276,5.4,14.7,0.367,0.38,3.2,3.9,0.81,0.6,4.5,5,3.9,1.9,0.4,3.9,3.3,18.4,80,105
