season,lg,overall_pick,round,tm,player,player_id,college
1992,NBA,52,2,CHI,Matt Steigenga,steigma01,Michigan State
1992,NBA,53,2,HOU,Curtis Blair,blaircu01,Richmond
1992,NBA,54,2,SAC,Brett Roberts,roberbr02,Morehead State University
1991,NBA,1,1,CHH,Larry Johnson,johnsla02,UNLV
1991,NBA,2,1,NJN,Kenny Anderson,anderke01,Georgia Tech
1991,NBA,3,1,SAC,Billy Owens,owensbi01,Syracuse
1991,NBA,4,1,DEN,Dikembe Mutombo,mutomdi01,Georgetown
1991,NBA,5,1,MIA,Steve Smith,smithst01,Michigan State
1991,NBA,6,1,DAL,Doug Smith,smithdo03,Missouri
1991,NBA,7,1,MIN,Luc Longley,longllu01,New Mexico
1991,NBA,8,1,DEN,Mark Macon,maconma01,Temple
1991,NBA,9,1,ATL,Stacey Augmon,augmost01,UNLV
1991,NBA,10,1,ORL,Bison Dele,delebi01,Arizona
1991,NBA,11,1,CLE,Terrell Brandon,brandte01,Oregon
1991,NBA,12,1,NYK,Greg Anthony,anthogr01,UNLV
1991,NBA,13,1,IND,Dale Davis,davisda01,Clemson
1991,NBA,14,1,SEA,Rich King,kingri01,Nebraska
1991,NBA,15,1,ATL,Anthony Avent,aventan01,Seton Hall
1991,NBA,16,1,GSW,Chris Gatling,gatlich01,Old Dominion
1991,NBA,17,1,GSW,Victor Alexander,alexavi01,Iowa State
1991,NBA,18,1,MIL,Kevin Brooks,brookke01,Louisiana
1991,NBA,19,1,WSB,LaBradford Smith,smithla02,Louisville
1991,NBA,20,1,HOU,John Turner,turnejo01,Phillips University
1991,NBA,21,1,UTA,Eric Murdock,murdoer01,Providence
1991,NBA,22,1,LAC,LeRon Ellis,ellisle02,Syracuse
1991,NBA,23,1,ORL,Stanley Roberts,roberst01,LSU
1991,NBA,24,1,BOS,Rick Fox,foxri01,UNC
1991,NBA,25,1,GSW,Shaun Vandiver,vandish01,Colorado
1991,NBA,26,1,CHI,Mark Randall,randama01,Kansas
1991,NBA,27,1,SAC,Pete Chilcutt,chilcpe01,UNC
1991,NBA,28,2,CHH,Kevin Lynch,lynchke01,Minnesota
1991,NBA,29,2,MIA,George Ackles,acklege01,UNLV
1991,NBA,30,2,ATL,Rodney Monroe,monroro01,NC State
1991,NBA,31,2,SAC,Randy Brown,brownra02,New Mexico State
1991,NBA,32,2,PHO,Chad Gallagher,gallach01,Creighton
1991,NBA,33,2,DAL,Donald Hodge,hodgedo01,Temple
1991,NBA,34,2,MIN,Myron Brown,brownmy01,Slippery Rock University of Pennsylvania
1991,NBA,35,2,DAL,Mike Iuzzolino,iuzzomi01,Saint Francis University
1991,NBA,36,2,ORL,Chris Corchiani,corchch01,NC State
1991,NBA,37,2,LAC,Elliot Perry,perryel01,Memphis
1991,NBA,38,2,LAC,Joe Wylie,wyliejo01,Miami (FL)
1991,NBA,39,2,CLE,Jimmy Oliver,oliveji01,Purdue
1991,NBA,40,2,DET,Doug Overton,overtdo01,La Salle
1991,NBA,41,2,IND,Sean Green,greense01,Iona College
1991,NBA,42,2,SAC,Steve Hood,hoodst01,James Madison University
1991,NBA,43,2,GSW,Lamont Strothers,strotla01,Christopher Newport University
1991,NBA,44,2,PHI,Alvaro Teheran,teheral01,Houston
1991,NBA,45,2,MIL,Bobby Phills,phillbo01,Southern University and A&M College
1991,NBA,46,2,PHO,Richard Dumas,dumasri02,Oklahoma State
1991,NBA,47,2,HOU,Keith Hughes,hugheke02,Rutgers University
1991,NBA,48,2,UTA,Isaac Austin,austiis01,Arizona State
1991,NBA,49,2,SAS,Greg Sutton,suttogr01,Oral Roberts
1991,NBA,50,2,PHO,Joey Wright,wrighjo02,Texas
1991,NBA,51,2,HOU,Žan Tabak,tabakza01,NA
1991,NBA,52,2,LAL,Anthony Jones,jonesan02,Oral Roberts
1991,NBA,53,2,NJN,Von McDade,mcdadvo01,UW-Milwaukee
1991,NBA,54,2,POR,Marcus Kennedy,kennema01,Eastern Michigan
1990,NBA,1,1,NJN,Derrick Coleman,colemde01,Syracuse
1990,NBA,2,1,SEA,Gary Payton,paytoga01,Oregon State
1990,NBA,3,1,DEN,Mahmoud Abdul-Rauf,abdulma02,LSU
1990,NBA,4,1,ORL,Dennis Scott,scottde01,Georgia Tech
1990,NBA,5,1,CHH,Kendall Gill,gillke01,Illinois
1990,NBA,6,1,MIN,Felton Spencer,spencfe01,Louisville
1990,NBA,7,1,SAC,Lionel Simmons,simmoli01,La Salle
1990,NBA,8,1,LAC,Bo Kimble,kimblbo01,Loyola Marymount
1990,NBA,9,1,MIA,Willie Burton,burtowi01,Minnesota
1990,NBA,10,1,ATL,Rumeal Robinson,robinru01,Michigan
1990,NBA,11,1,GSW,Tyrone Hill,hillty01,Xavier
1990,NBA,12,1,HOU,Alec Kessler,kesslal01,Georgia
1990,NBA,13,1,LAC,Loy Vaught,vaughlo01,Michigan
1990,NBA,14,1,SAC,Travis Mays,maystr01,Texas
1990,NBA,15,1,MIA,Dave Jamerson,jamerda01,Ohio University
1990,NBA,16,1,MIL,Terry Mills,millste01,Michigan
1990,NBA,17,1,NYK,Jerrod Mustaf,mustaje01,Maryland
1990,NBA,18,1,SAC,Duane Causwell,causwdu01,Temple
1990,NBA,19,1,BOS,Dee Brown,brownde01,Jacksonville University
1990,NBA,20,1,MIN,Gerald Glass,glassge01,Ole Miss
1990,NBA,21,1,PHO,Jayson Williams,willija01,St. John's
1990,NBA,22,1,NJN,Tate George,georgta01,UConn
1990,NBA,23,1,SAC,Anthony Bonner,bonnean01,Saint Louis
1990,NBA,24,1,SAS,Dwayne Schintzius,schindw01,Florida
1990,NBA,25,1,POR,Alaa Abdelnaby,abdelal01,Duke
1990,NBA,26,1,DET,Lance Blanks,blankla01,Texas
1990,NBA,27,1,LAL,Elden Campbell,campbel01,Clemson
1990,NBA,28,2,GSW,Les Jepsen,jepsele01,Iowa
1990,NBA,29,2,CHI,Toni Kukoč,kukocto01,NA
1990,NBA,30,2,MIA,Carl Herrera,herreca01,Houston
1990,NBA,31,2,PHO,Negele Knight,knighne01,Dayton
1990,NBA,32,2,PHI,Brian Oliver,olivebr01,Georgia Tech
1990,NBA,33,2,UTA,Walter Palmer,palmewa01,Dartmouth College
1990,NBA,34,2,GSW,Kevin Pritchard,pritcke01,Kansas
1990,NBA,35,2,WSB,Greg Foster,fostegr01,Texas-El Paso
1990,NBA,36,2,ATL,Trevor Wilson,wilsotr01,UCLA
1990,NBA,37,2,WSB,A.J. English,engliaj01,Virginia Union University
1990,NBA,38,2,SEA,Jud Buechler,buechju01,Arizona
1990,NBA,39,2,CHH,Steve Scheffler,schefst01,Purdue
1990,NBA,40,2,SAC,Bimbo Coles,colesbi01,Virginia Tech
1990,NBA,41,2,ATL,Steve Bardo,bardost01,Illinois
1990,NBA,42,2,DEN,Marcus Liberty,liberma01,Illinois
1990,NBA,43,2,SAS,Tony Massenburg,masseto01,Maryland
1990,NBA,44,2,MIL,Steve Henson,hensost01,Kansas State
1990,NBA,45,2,IND,Antonio Davis,davisan01,Texas-El Paso
1990,NBA,46,2,IND,Kenny Williams,willike03,Elizabeth City State University
1990,NBA,47,2,PHI,Derek Strong,stronde01,Xavier
1990,NBA,48,2,PHO,Cedric Ceballos,cebalce01,Cal State Fullerton
1990,NBA,49,2,DAL,Phil Henderson,hendeph01,Duke
1990,NBA,50,2,PHO,Miloš Babić,babicmi01,Tennessee Technological University
1990,NBA,51,2,LAL,Tony Smith,smithto02,Marquette
1990,NBA,52,2,CLE,Stefano Rusconi,ruscost01,NA
1990,NBA,53,2,SEA,Abdul Shamsid-Deen,shamsab01,Providence
1990,NBA,54,2,SAS,Sean Higgins,higgise01,Michigan
1989,NBA,1,1,SAC,Pervis Ellison,ellispe01,Louisville
1989,NBA,2,1,LAC,Danny Ferry,ferryda01,Duke
1989,NBA,3,1,SAS,Sean Elliott,elliose01,Arizona
1989,NBA,4,1,MIA,Glen Rice,ricegl01,Michigan
1989,NBA,5,1,CHH,J.R. Reid,reidjr01,UNC
1989,NBA,6,1,CHI,Stacey King,kingst01,Oklahoma
1989,NBA,7,1,IND,George McCloud,mccloge01,Florida State
1989,NBA,8,1,DAL,Randy White,whitera01,Louisiana Tech
1989,NBA,9,1,WSB,Tom Hammonds,hammoto01,Georgia Tech
1989,NBA,10,1,MIN,Pooh Richardson,richapo01,UCLA
1989,NBA,11,1,ORL,Nick Anderson,anderni01,Illinois
1989,NBA,12,1,NJN,Mookie Blaylock,blaylmo01,Oklahoma
1989,NBA,13,1,BOS,Michael Smith,smithmi01,BYU
1989,NBA,14,1,GSW,Tim Hardaway,hardati01,Texas-El Paso
1989,NBA,15,1,DEN,Todd Lichti,lichtto01,Stanford
1989,NBA,16,1,SEA,Dana Barros,barroda01,Boston College
1989,NBA,17,1,SEA,Shawn Kemp,kempsh01,Trinity Valley CC
1989,NBA,18,1,CHI,B.J. Armstrong,armstbj01,Iowa
1989,NBA,19,1,PHI,Kenny Payne,payneke01,Louisville
1989,NBA,20,1,CHI,Jeff Sanders,sandeje01,Georgia Southern University
1989,NBA,21,1,UTA,Blue Edwards,edwarbl01,East Carolina University
1989,NBA,22,1,POR,Byron Irvin,irvinby01,Missouri
1989,NBA,23,1,ATL,Roy Marble,marblro01,Iowa
1989,NBA,24,1,PHO,Anthony Cook,cookan01,Arizona
1989,NBA,25,1,CLE,John Morton,mortojo01,Seton Hall
1989,NBA,26,1,LAL,Vlade Divac,divacvl01,NA
1989,NBA,27,1,DET,Kenny Battle,battlke01,Illinois
1989,NBA,28,2,MIA,Sherman Douglas,douglsh01,Syracuse
1989,NBA,29,2,CHH,Dyron Nix,nixdy01,Tennessee
1989,NBA,30,2,MIL,Frank Kornet,kornefr01,Vanderbilt
1989,NBA,31,2,LAC,Jeff Martin,martije01,Murray State
1989,NBA,32,2,NJN,Stanley Brundy,brundst01,DePaul
1989,NBA,33,2,LAC,Jay Edwards,edwarja02,Indiana
1989,NBA,34,2,MIN,Gary Leonard,leonaga01,Missouri
1989,NBA,35,2,DAL,Pat Durham,durhapa01,Colorado State
1989,NBA,36,2,POR,Clifford Robinson,robincl02,UConn
1989,NBA,37,2,ORL,Michael Ansley,anslemi01,Alabama
1989,NBA,38,2,MIN,Doug West,westdo01,Villanova
1989,NBA,39,2,WSB,Ed Horton,hortoed01,Iowa
1989,NBA,40,2,BOS,Dino Radja,radjadi01,NA
1989,NBA,41,2,WSB,Doug Roth,rothdo01,Tennessee
1989,NBA,42,2,DEN,Michael Cutright,cutrimi01,McNeese State University
1989,NBA,43,2,CLE,Chucky Brown,brownch01,NC State
1989,NBA,44,2,PHI,Reggie Cross,crossre01,Hawaii
1989,NBA,45,2,MIA,Scott Haffner,haffnsc01,University of Evansville
1989,NBA,46,2,PHO,Ricky Blanton,blantri01,LSU
1989,NBA,47,2,DEN,Reggie Turner,turnere01,UAB
1989,NBA,48,2,UTA,Junie Lewis,lewisju01,University of South Alabama
1989,NBA,49,2,ATL,Haywoode Workman,workmha01,Oral Roberts
1989,NBA,50,2,NYK,Brian Quinnett,quinnbr01,Washington State
1989,NBA,51,2,PHO,Mike Morrison,morrimi01,Loyola (MD)
1989,NBA,52,2,PHO,Greg Grant,grantgr01,Trenton State University
1989,NBA,53,2,DAL,Jeff Hodge,hodgeje01,University of South Alabama
1989,NBA,54,2,PHI,Toney Mack,mackto01,Georgia
1988,NBA,1,1,LAC,Danny Manning,mannida01,Kansas
1988,NBA,2,1,IND,Rik Smits,smitsri01,Marist College
1988,NBA,3,1,PHI,Charles Smith,smithch01,Pitt
1988,NBA,4,1,NJN,Chris Morris,morrich01,Auburn
1988,NBA,5,1,GSW,Mitch Richmond,richmmi01,Kansas State
1988,NBA,6,1,LAC,Hersey Hawkins,hawkihe01,Bradley
1988,NBA,7,1,PHO,Tim Perry,perryti01,Temple
1988,NBA,8,1,CHH,Rex Chapman,chapmre01,Kentucky
1988,NBA,9,1,MIA,Rony Seikaly,seikaro01,Syracuse
1988,NBA,10,1,SAS,Willie Anderson,anderwi01,Georgia
1988,NBA,11,1,CHI,Will Perdue,perduwi01,Vanderbilt
1988,NBA,12,1,WSB,Harvey Grant,grantha01,Oklahoma
1988,NBA,13,1,MIL,Jeff Grayer,grayeje01,Iowa State
1988,NBA,14,1,PHO,Dan Majerle,majerda01,Central Michigan University
1988,NBA,15,1,SEA,Gary Grant,grantga01,Michigan
1988,NBA,16,1,HOU,Derrick Chievous,chievde01,Missouri
1988,NBA,17,1,UTA,Eric Leckner,leckner01,Wyoming
1988,NBA,18,1,SAC,Ricky Berry,berryri01,San Jose State
1988,NBA,19,1,NYK,Rod Strickland,stricro02,DePaul
1988,NBA,20,1,MIA,Kevin Edwards,edwarke01,DePaul
1988,NBA,21,1,POR,Mark Bryant,bryanma01,Seton Hall
1988,NBA,22,1,CLE,Randolph Keys,keysra01,Southern Miss
1988,NBA,23,1,DEN,Jerome Lane,laneje01,Pitt
1988,NBA,24,1,BOS,Brian Shaw,shawbr01,UC Santa Barbara
1988,NBA,25,1,LAL,David Rivers,riverda01,Notre Dame
1988,NBA,26,2,POR,Rolando Ferreira,ferrero01,Houston
1988,NBA,27,2,SAS,Shelton Jones,jonessh01,St. John's
1988,NBA,28,2,PHO,Andrew Lang,langan01,Arkansas
1988,NBA,29,2,SAC,Vinny Del Negro,delnevi01,NC State
1988,NBA,30,2,DET,Fennis Dembo,dembofe01,Wyoming
1988,NBA,31,2,PHI,Everette Stephens,stephev01,Purdue
1988,NBA,32,2,NJN,Charles Shackleford,shackch01,NC State
1988,NBA,33,2,MIA,Grant Long,longgr01,Eastern Michigan
1988,NBA,34,2,CHH,Tom Tolbert,tolbeto01,Arizona
1988,NBA,35,2,MIA,Sylvester Gray,graysy01,Memphis
1988,NBA,36,2,WSB,Ledell Eackles,eacklle01,New Orleans
1988,NBA,37,2,NYK,Greg Butler,butlegr01,Stanford
1988,NBA,38,2,PHO,Dean Garrett,garrede01,Indiana
1988,NBA,39,2,MIL,Tito Horford,horfoti01,Miami (FL)
1988,NBA,40,2,MIA,Orlando Graham,grahaor01,Auburn University at Montgomery
1988,NBA,41,2,GSW,Keith Smart,smartke01,Indiana
1988,NBA,42,2,UTA,Jeff Moe,moeje01,Iowa
1988,NBA,43,2,DEN,Todd Mitchell,mitchto01,Purdue
1988,NBA,44,2,ATL,Anthony Taylor,tayloan01,Oregon
1988,NBA,45,2,LAC,Tom Garrick,garrito01,Rhode Island
1988,NBA,46,2,DAL,Morlon Wiley,wileymo01,Cal State Long Beach
1988,NBA,47,2,DEN,Vernon Maxwell,maxweve01,Florida
1988,NBA,48,2,DET,Micheal Williams,willimi02,Baylor
1988,NBA,49,2,DAL,José Vargas,vargajo01,LSU
1988,NBA,50,2,PHO,Steve Kerr,kerrst01,Arizona
1988,NBA,51,3,LAC,Rob Lock,lockro01,Kentucky
1988,NBA,52,3,NJN,Derrek Hamilton,hamilde02,Southern Miss
1988,NBA,53,3,POR,Anthony Mason,masonan01,Tennessee State
1988,NBA,54,3,ATL,Jorge Gonzalez,gonzajo01,NA
1988,NBA,55,3,PHO,Rodney Johns,johnsro07,Grand Canyon University
1988,NBA,56,3,SAS,Barry Sumpter,sumptba01,Austin Peay State University
1988,NBA,57,3,PHI,Hernán Montenegro,montehe01,LSU
1988,NBA,58,3,CHH,Jeff Moore,mooreje01,Auburn
1988,NBA,59,3,MIA,Nate Johnston,johnsna01,University of Tampa
1988,NBA,60,3,WSB,Ed Davender,davened01,Kentucky
1988,NBA,61,3,IND,Herbert Crook,crookhe01,Louisville
1988,NBA,62,3,CHI,Derrick Lewis,lewisde01,Maryland
1988,NBA,63,3,MIL,Mike Jones,jonesmi01,Auburn
1988,NBA,64,3,CLE,Winston Bennett,bennewi01,Kentucky
1988,NBA,65,3,SEA,Corey Gaines,gaineco01,Loyola Marymount
1988,NBA,66,3,DEN,Dwight Boyd,boyddw01,Memphis
1988,NBA,67,3,UTA,Ricky Grace,graceri01,Oklahoma
1988,NBA,68,3,ATL,Darryl Middleton,middlda01,Baylor
1988,NBA,69,3,NYK,Phil Stinnie,stinnph01,VCU
1988,NBA,70,3,DAL,Jerry Johnson,johnsje01,Florida Southern College
1988,NBA,71,3,POR,Craig Neal,nealcr01,Georgia Tech
1988,NBA,72,3,DET,Lee Johnson,johnsle04,Norfolk State
1988,NBA,73,3,IND,Michael Anderson,andermi01,Drexel
1988,NBA,74,3,BOS,Gerald Paddio,paddige01,UNLV
1988,NBA,75,3,SAS,Archie Marshall,marshar01,Kansas
1987,NBA,1,1,SAS,David Robinson,robinda01,United States Naval Academy
1987,NBA,2,1,PHO,Armen Gilliam,gilliar01,UNLV
1987,NBA,3,1,NJN,Dennis Hopson,hopsode01,Ohio State
1987,NBA,4,1,LAC,Reggie Williams,willire01,Georgetown
1987,NBA,5,1,SEA,Scottie Pippen,pippesc01,University of Central Arkansas
1987,NBA,6,1,SAC,Kenny Smith,smithke01,UNC
1987,NBA,7,1,CLE,Kevin Johnson,johnske02,California
1987,NBA,8,1,CHI,Olden Polynice,polynol01,Virginia
1987,NBA,9,1,SEA,Derrick McKey,mckeyde01,Alabama
1987,NBA,10,1,CHI,Horace Grant,grantho01,Clemson
1987,NBA,11,1,IND,Reggie Miller,millere01,UCLA
1987,NBA,12,1,WSB,Muggsy Bogues,boguemu01,Wake Forest
1987,NBA,13,1,LAC,Joe Wolf,wolfjo01,UNC
1987,NBA,14,1,GSW,Tellis Frank,frankte01,Western Kentucky
1987,NBA,15,1,UTA,José Ortiz,ortizjo01,Oregon State
1987,NBA,16,1,PHI,Chris Welp,welpch01,Washington
1987,NBA,17,1,POR,Ronnie Murphy,murphro01,Jacksonville University
1987,NBA,18,1,NYK,Mark Jackson,jacksma01,St. John's
1987,NBA,19,1,LAC,Ken Norman,normake01,Illinois
1987,NBA,20,1,DAL,Jim Farmer,farmeji01,Alabama
1987,NBA,21,1,ATL,Dallas Comegys,comegda01,DePaul
1987,NBA,22,1,BOS,Reggie Lewis,lewisre01,Northeastern University
1987,NBA,23,1,SAS,Greg Anderson,andergr01,Houston
1987,NBA,24,2,DET,Freddie Banks,banksfr01,UNLV
1987,NBA,25,2,NYK,Ron Moore,moorero01,West Virginia State University
1987,NBA,26,2,DAL,Steve Alford,alforst01,Indiana
1987,NBA,27,2,SAS,Nate Blackwell,blackna01,Temple
1987,NBA,28,2,CHI,Rickie Winslow,winslri01,Houston
1987,NBA,29,2,POR,Lester Fonville,fonvile01,Jackson State University
1987,NBA,30,2,POR,Nikita Wilson,wilsoni01,LSU
1987,NBA,31,2,DEN,Andre Moore,moorean01,Loyola Chicago
1987,NBA,32,2,MIL,Bob McCann,mccanbo01,Morehead State University
1987,NBA,33,2,CHI,Tony White,whiteto01,Tennessee
1987,NBA,34,2,IND,Brian Rowsom,rowsobr01,UNC Wilmington
1987,NBA,35,2,HOU,Doug Lee,leedo01,Purdue
1987,NBA,36,2,WSB,Duane Washington,washidu01,Middle Tennessee
1987,NBA,37,2,WSB,Derrick Dowell,dowelde01,USC
1987,NBA,38,2,LAC,Norris Coleman,colemno01,Kansas State
1987,NBA,39,2,PHI,Vincent Askew,askewvi01,Memphis
1987,NBA,40,2,MIL,Winston Garland,garlawi01,Missouri State
1987,NBA,41,2,CLE,Kannard Johnson,johnska01,Western Kentucky
1987,NBA,42,2,ATL,Terrance Bailey,bailete01,Wagner College
1987,NBA,43,2,PHI,Andrew Kennedy,kennean01,Virginia
1987,NBA,44,2,ATL,Terry Coner,conerte01,Alabama
1987,NBA,45,2,BOS,Brad Lohaus,lohaubr01,Iowa
1987,NBA,46,2,PHO,Bruce Dalrymple,dalrybr01,Georgia Tech
1987,NBA,47,3,LAC,Tim McCalister,mccalti01,Oklahoma
1987,NBA,48,3,NJN,Jamie Waller,walleja01,Virginia Union University
1987,NBA,49,3,NYK,Jerome Batiste,batisje01,McNeese State University
1987,NBA,50,3,SAS,Phil Zevenbergen,zevenph01,Washington
1987,NBA,51,3,SAC,Sven Meyer,myersv01,Oregon
1987,NBA,52,3,CLE,Donald Royal,royaldo01,Notre Dame
1987,NBA,53,3,PHO,Winston Crite,critewi01,Texas A&M
1987,NBA,54,3,DEN,Tom Schafer,schafto01,Iowa State
1987,NBA,55,3,SEA,Tommy Amaker,amaketo01,Duke
1987,NBA,56,3,CHI,John Fox,foxjo01,Millersville
1987,NBA,57,3,PHI,Hansi Gnad,gnadha01,University of Alaska Anchorage
1987,NBA,58,3,GSW,Darryl Johnson,johnsda02,Michigan State
1987,NBA,59,3,WSB,Danny Pearson,pearsda01,Jacksonville University
1987,NBA,60,3,IND,Sean Couch,couchse01,Columbia University
1987,NBA,61,3,UTA,Clarence Martin,marticl01,Western Kentucky
1987,NBA,62,3,PHI,Eric Riggins,riggier01,Rutgers University
1987,NBA,63,3,POR,Kevin Gamble,gamblke01,Iowa
1987,NBA,64,3,MIL,J. J. Weber,weberjj01,Wisconsin
1987,NBA,65,3,DET,Eric White,whiteer01,Pepperdine
1987,NBA,66,3,DAL,Mike Richmond,richmmi02,Texas-El Paso
1987,NBA,67,3,ATL,Song Tao,taoso01,NA
1987,NBA,68,3,UTA,Billy Donovan,donovbi01,Providence
1987,NBA,69,3,LAL,Willie Glass,glasswi01,St. John's
1987,NBA,70,4,BOS,Tom Sheehey,sheehto01,Virginia
1987,NBA,71,4,NYK,Mike Morgan,morgami01,Drake University
1987,NBA,72,4,NJN,Andrew Moten,motenan01,Florida
1987,NBA,73,4,SAS,Todd May,mayto01,Pikeville College
1987,NBA,74,4,SAC,Joe Arlauckas,arlaujo01,Niagara University
1987,NBA,75,4,CLE,Chris Dudley,dudlech02,Yale
1987,NBA,76,4,PHO,Steve Beck,beckst01,Arizona State
1987,NBA,77,4,DEN,David Boone,booneda01,Marquette
1987,NBA,78,4,SEA,Todd Linder,lindeto01,University of Tampa
1987,NBA,79,4,CHI,Jack Haley,haleyja01,UCLA
1987,NBA,80,4,CLE,Carven Holcombe,holcoca01,TCU
1987,NBA,81,4,WSB,Scott Thompson,thompsc02,University of San Diego
1987,NBA,82,4,HOU,Joe Niego,niegojo01,Lewis (IL)
1987,NBA,83,4,GSW,Bennie Bolton,boltobe01,NC State
1987,NBA,84,4,UTA,Reuben Holmes,holmere01,Alabama State University
1987,NBA,85,4,PHI,Brian Rahilly,rahilbr01,Tulsa
1987,NBA,86,4,POR,Norwood Barber,barbeno01,Florida State
1987,NBA,87,4,MIL,Darryl Bedford,bedfoda01,Austin Peay State University
1987,NBA,88,4,DET,Dave Popson,popsoda01,UNC
1987,NBA,89,4,DAL,David Johnson,johnsda06,Oklahoma
1987,NBA,90,4,ATL,Theofanis Christodoulou,christh01,NA
1987,NBA,91,4,BOS,Darryl Kennedy,kenneda02,Oklahoma
1987,NBA,92,4,LAL,Ralph Tally,tallyra01,Norfolk State
1987,NBA,93,5,LAC,Chad Kessler,kesslch01,Georgia
1987,NBA,94,5,NJN,James Blackmon,blackja03,Kentucky
1987,NBA,95,5,NYK,Glen Clem,clemgl01,Vanderbilt
1987,NBA,96,5,SAS,Dennis Willliams,willide05,Georgia
1987,NBA,97,5,SAC,Vernon Carr,carrve01,Michigan State
1987,NBA,98,5,CLE,Carl Lott,lottca01,TCU
1987,NBA,99,5,PHO,Brent Counts,countbr01,University of the Pacific
1987,NBA,100,5,DEN,Ron Grandison,grandro01,New Orleans
1987,NBA,101,5,SEA,Michael Tait,taitmi01,Clemson
1987,NBA,102,5,CHI,Anthony Wilson,wilsoan01,LSU
1987,NBA,103,5,IND,Mike Milling,millimi02,UNC Charlotte
1987,NBA,104,5,HOU,Andre LaFleur,laflean01,Northeastern University
1987,NBA,105,5,GSW,Terry Williams,willite03,SMU
1987,NBA,106,5,WSB,Patrick Fairs,fairspa01,Texas
1987,NBA,107,5,UTA,Bart Kofoed,kofoeba01,University of Nebraska at Kearney
1987,NBA,108,5,PHI,Frank Ross,rossfr01,American University
1987,NBA,109,5,POR,David Moss,mossda01,Tulsa
1987,NBA,110,5,MIL,Brian Vaughns,vaughbr01,UC Santa Barbara
1987,NBA,111,5,DET,Gerry Wright,wrighge01,Iowa
1987,NBA,112,5,DAL,Sam Hill,hillsa01,Iowa State
1987,NBA,113,5,ATL,Jose Antonio Montero,montejo01,NA
1987,NBA,114,5,BOS,Dave Butler,butleda02,California
1987,NBA,115,6,LAL,Kenny Travis,travike01,New Mexico State
1987,NBA,116,6,LAC,Martin Nessley,nesslma01,Duke
1987,NBA,117,6,NYK,Howard Triche,trichho01,Syracuse
1987,NBA,118,6,NJN,Perry Bromwell,bromwpe01,Penn
1987,NBA,119,6,SAS,Ricky Brown,brownri04,University of South Alabama
1987,NBA,120,6,SAC,Daryl Thomas,thomada01,Indiana
1987,NBA,121,6,CLE,Harold Jensen,jenseha01,Villanova
1987,NBA,122,6,PHO,Marcel Boyce,boycema01,University of Akron
1987,NBA,123,6,DEN,Kelvin Scarborough,scarbke01,New Mexico
1987,NBA,124,6,SEA,Tom Gneiting,gneitto01,BYU
1987,NBA,125,6,CHI,Doug Altenberger,altendo01,Illinois
1987,NBA,126,6,IND,Gary Graham,grahaga01,UNLV
1987,NBA,127,6,GSW,Šarūnas Marčiulionis,marcisa01,NA
1987,NBA,128,6,WSB,Dwayne Scholten,scholdw01,Washington State
1987,NBA,129,6,HOU,Fred Jenkins,jenkifr01,Tennessee
1987,NBA,130,6,UTA,Art Sabb,sabbar01,Bloomfield College
1987,NBA,131,6,PHI,Tracy Foster,fostetr01,UAB
1987,NBA,132,6,POR,Bernard Jackson,johnsbe01,Loyola Chicago
1987,NBA,133,6,MIL,Gay Elmore,elmorga01,Virginia Military Institute
1987,NBA,134,6,DET,Antoine Joubert,joubean01,Michigan
1987,NBA,135,6,DAL,Quintan Gates,gatesqu01,Texas-El Paso
1987,NBA,136,6,ATL,Riccardo Morandotti,moranri01,NA
1987,NBA,137,6,BOS,Tim Naegeli,naegeti01,University of Wisconsin-Stevens Point
1987,NBA,138,6,LAL,Frank Ford,fordfr01,Auburn
1987,NBA,139,7,LAC,Henry Carr,carrhe01,Wichita State
1987,NBA,140,7,NJN,Frank Booker,bookefr01,Bowling Green
1987,NBA,141,7,NYK,Wayne Williams,williwa04,Saint Joseph's
1987,NBA,142,7,SAS,Raynard Davis,davisra02,Texas
1987,NBA,143,7,SAC,Scott Adubato,adubasc01,Upsala College
1987,NBA,144,7,CLE,Michael Foster,fostemi01,South Carolina
1987,NBA,145,7,PHO,Roy Singleton,singlro01,Grand Canyon University
1987,NBA,146,7,DEN,Rowan Gomes,gomesro01,Hampton
1987,NBA,147,7,SEA,Mike Giomi,giomimi01,NC State
1987,NBA,148,7,CHI,Ervin Leavy,leavyea01,Central Michigan University
1987,NBA,149,7,IND,Montel Hatcher,hatchmo01,UCLA
1987,NBA,150,7,WSB,Jamie Dixon,dixonja01,TCU
1987,NBA,151,7,HOU,Clarence Grier,griercl01,Campbell
1987,NBA,152,7,GSW,Ronnie Leggette,leggero01,West Virginia State University
1987,NBA,153,7,UTA,Keith Webster,webstke01,Harvard University
1987,NBA,154,7,PHI,Eric Semisch,semiser01,West Virginia
1987,NBA,155,7,POR,Kenny Stone,stoneke01,George Fox University
1987,NBA,156,7,DEN,Curtis Hunter,huntecu01,UNC
1987,NBA,157,7,DET,Mark Gottfried,gottfma01,Alabama
1987,NBA,158,7,DAL,Gerald White,whitege01,Auburn
1987,NBA,159,7,ATL,Franjo Arapovic,arapofr01,NA
1987,NBA,160,7,BOS,Gerry Corcoran,corcoje01,Northeastern University
1987,NBA,161,7,LAL,Ron Vanderschaaf,vandero01,Central Washington University
1986,NBA,1,1,CLE,Brad Daugherty,daughbr01,UNC
1986,NBA,2,1,BOS,Len Bias,biasle01,Maryland
1986,NBA,3,1,GSW,Chris Washburn,washbch01,NC State
