season,lg,type,number_tm,position,player,player_id,age,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm
2002,nba,all_nba,3rd,C,Dikembe Mutombo,mutomdi01,35,105,630,0.167,0,NA,NA
2002,nba,all_nba,3rd,G,Steve Nash,nashst01,27,96,630,0.152,1,NA,NA
2002,nba,all_nba,3rd,C,Jermaine O'Neal,onealje01,23,78,630,0.124,0,NA,NA
2002,nba,all_nba,ORV,F,Peja Stojaković,stojape01,24,55,630,0.087,0,NA,NA
2002,nba,all_nba,ORV,C,Vlade Divac,divacvl01,33,51,630,0.081,0,NA,NA
2002,nba,all_nba,ORV,G,Jerry Stackhouse,stackje01,27,46,630,0.073,1,NA,NA
2002,nba,all_nba,ORV,F,Karl Malone,malonka01,38,41,630,0.065,1,NA,NA
2002,nba,all_nba,ORV,G,Andre Miller,millean02,25,32,630,0.051,0,NA,NA
2002,nba,all_nba,ORV,F,Elton Brand,brandel01,22,29,630,0.046,1,NA,NA
2002,nba,all_nba,ORV,G,Michael Jordan,jordami01,38,29,630,0.046,0,NA,NA
2002,nba,all_nba,ORV,F,Antoine Walker,walkean02,25,28,630,0.044,0,NA,NA
2002,nba,all_nba,ORV,C,Alonzo Mourning,mournal01,31,25,630,0.04,0,NA,NA
2002,nba,all_nba,ORV,F,Baron Davis,davisba01,22,24,630,0.038,0,NA,NA
2002,nba,all_nba,ORV,F,Rasheed Wallace,wallara01,27,15,630,0.024,0,NA,NA
2002,nba,all_nba,ORV,G,Ray Allen,allenra02,26,13,630,0.021,0,NA,NA
2002,nba,all_nba,ORV,G,John Stockton,stockjo01,39,11,630,0.017,1,NA,NA
2002,nba,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,25,5,630,0.008,0,NA,NA
2002,nba,all_nba,ORV,G,Michael Finley,finlemi01,28,5,630,0.008,0,NA,NA
2002,nba,all_nba,ORV,G,Steve Francis,francst01,24,5,630,0.008,0,NA,NA
2002,nba,all_nba,ORV,G,Mike Bibby,bibbymi01,23,4,630,0.006,0,NA,NA
2002,nba,all_nba,ORV,F,Pau Gasol,gasolpa01,21,4,630,0.006,0,NA,NA
2002,nba,all_nba,ORV,C,Raef LaFrentz,lafrera01,25,4,630,0.006,0,NA,NA
2002,nba,all_nba,ORV,F,Shawn Marion,mariosh01,23,4,630,0.006,0,NA,NA
2002,nba,all_nba,ORV,C,David Robinson,robinda01,36,4,630,0.006,0,NA,NA
2002,nba,all_nba,ORV,F,Vince Carter,cartevi01,25,3,630,0.005,0,NA,NA
2002,nba,all_nba,ORV,C,Antonio Davis,davisan01,33,3,630,0.005,0,NA,NA
2002,nba,all_nba,ORV,F,Clifford Robinson,robincl02,35,3,630,0.005,0,NA,NA
2002,nba,all_nba,ORV,F,Rashard Lewis,lewisra02,22,2,630,0.003,0,0,2
2002,nba,all_nba,ORV,C,Michael Olowokandi,olowomi01,26,2,630,0.003,0,0,2
2002,nba,all_nba,ORV,C,Elden Campbell,campbel01,33,1,630,0.002,0,0,1
2002,nba,all_nba,ORV,G,Sam Cassell,cassesa01,32,1,630,0.002,0,0,1
2002,nba,all_nba,ORV,G,Reggie Miller,millere01,36,1,630,0.002,0,0,1
2002,nba,all_nba,ORV,G,Cuttino Mobley,moblecu01,26,1,630,0.002,0,0,1
2002,nba,all_nba,ORV,F,Wally Szczerbiak,szczewa02,24,1,630,0.002,0,0,1
2001,nba,all_nba,1st,G,Allen Iverson,iversal01,25,612,620,0.987,120,NA,NA
2001,nba,all_nba,1st,F,Tim Duncan,duncati01,24,608,620,0.981,115,NA,NA
2001,nba,all_nba,1st,F,Chris Webber,webbech01,27,596,620,0.961,109,NA,NA
2001,nba,all_nba,1st,C,Shaquille O'Neal,onealsh01,28,581,620,0.937,115,NA,NA
2001,nba,all_nba,1st,G,Jason Kidd,kiddja01,27,423,620,0.682,54,NA,NA
2001,nba,all_nba,2nd,F,Kevin Garnett,garneke01,24,424,620,0.684,25,NA,NA
2001,nba,all_nba,2nd,G,Kobe Bryant,bryanko01,22,411,620,0.663,36,NA,NA
2001,nba,all_nba,2nd,F,Tracy McGrady,mcgratr01,21,318,620,0.513,21,NA,NA
2001,nba,all_nba,2nd,F,Vince Carter,cartevi01,24,287,620,0.463,11,NA,NA
2001,nba,all_nba,2nd,C,Dikembe Mutombo,mutomdi01,34,238,620,0.384,0,NA,NA
2001,nba,all_nba,3rd,F,Karl Malone,malonka01,37,197,620,0.318,0,NA,NA
2001,nba,all_nba,3rd,C,David Robinson,robinda01,35,165,620,0.266,0,NA,NA
2001,nba,all_nba,3rd,G,Gary Payton,paytoga01,32,117,620,0.189,1,NA,NA
2001,nba,all_nba,3rd,G,Ray Allen,allenra02,25,105,620,0.169,3,NA,NA
2001,nba,all_nba,3rd,F,Dirk Nowitzki,nowitdi01,22,56,620,0.09,0,NA,NA
2001,nba,all_nba,ORV,G,Jerry Stackhouse,stackje01,26,54,620,0.087,3,NA,NA
2001,nba,all_nba,ORV,F,Rasheed Wallace,wallara01,26,51,620,0.082,0,NA,NA
2001,nba,all_nba,ORV,G,Michael Finley,finlemi01,27,44,620,0.071,0,NA,NA
2001,nba,all_nba,ORV,G,Stephon Marbury,marbust01,23,38,620,0.061,0,NA,NA
2001,nba,all_nba,ORV,F,Paul Pierce,piercpa01,23,38,620,0.061,0,NA,NA
2001,nba,all_nba,ORV,F,Antonio McDyess,mcdyean01,26,34,620,0.055,0,NA,NA
2001,nba,all_nba,ORV,G,John Stockton,stockjo01,38,32,620,0.052,1,NA,NA
2001,nba,all_nba,ORV,G,Steve Francis,francst01,23,29,620,0.047,1,NA,NA
2001,nba,all_nba,ORV,F,Glenn Robinson,robingl01,28,20,620,0.032,0,NA,NA
2001,nba,all_nba,ORV,C,Antonio Davis,davisan01,32,17,620,0.027,0,NA,NA
2001,nba,all_nba,ORV,C,Vlade Divac,divacvl01,32,17,620,0.027,0,NA,NA
2001,nba,all_nba,ORV,C,Marcus Camby,cambyma01,26,11,620,0.018,0,NA,NA
2001,nba,all_nba,ORV,F,Anthony Mason,masonan01,34,6,620,0.01,0,NA,NA
2001,nba,all_nba,ORV,C,Theo Ratliff,ratlith01,27,5,620,0.008,0,NA,NA
2001,nba,all_nba,ORV,F,Shawn Marion,mariosh01,22,4,620,0.006,0,NA,NA
2001,nba,all_nba,ORV,F,Jalen Rose,roseja01,28,4,620,0.006,0,NA,NA
2001,nba,all_nba,ORV,G,Latrell Sprewell,sprewla01,30,4,620,0.006,0,NA,NA
2001,nba,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,24,3,620,0.005,0,NA,NA
2001,nba,all_nba,ORV,F,Brian Grant,grantbr01,28,3,620,0.005,0,NA,NA
2001,nba,all_nba,ORV,G,Allan Houston,houstal01,29,3,620,0.005,0,NA,NA
2001,nba,all_nba,ORV,G,Terrell Brandon,brandte01,30,2,620,0.003,0,0,2
2001,nba,all_nba,ORV,G,Sam Cassell,cassesa01,31,2,620,0.003,0,0,2
2001,nba,all_nba,ORV,C,Jermaine O'Neal,onealje01,22,2,620,0.003,0,0,2
2001,nba,all_nba,ORV,C,Elden Campbell,campbel01,32,1,620,0.002,0,0,1
2001,nba,all_nba,ORV,F,Antawn Jamison,jamisan01,24,1,620,0.002,0,0,1
2001,nba,all_nba,ORV,F,Rashard Lewis,lewisra02,21,1,620,0.002,0,0,1
2001,nba,all_nba,ORV,F,Peja Stojaković,stojape01,23,1,620,0.002,0,0,1
2001,nba,all_nba,ORV,F,Antoine Walker,walkean02,24,1,620,0.002,0,0,1
2000,nba,all_nba,1st,C,Shaquille O'Neal,onealsh01,27,605,605,1,121,0,0
2000,nba,all_nba,1st,G,Gary Payton,paytoga01,31,541,605,0.894,95,NA,NA
2000,nba,all_nba,1st,F,Kevin Garnett,garneke01,23,495,605,0.818,77,NA,NA
2000,nba,all_nba,1st,F,Tim Duncan,duncati01,23,460,605,0.76,48,NA,NA
2000,nba,all_nba,1st,G,Jason Kidd,kiddja01,26,445,605,0.736,48,NA,NA
2000,nba,all_nba,2nd,G,Allen Iverson,iversal01,24,420,605,0.694,52,NA,NA
2000,nba,all_nba,2nd,G,Kobe Bryant,bryanko01,21,411,605,0.679,45,NA,NA
2000,nba,all_nba,2nd,F,Karl Malone,malonka01,36,409,605,0.676,51,NA,NA
2000,nba,all_nba,2nd,C,Alonzo Mourning,mournal01,29,354,605,0.585,0,NA,NA
2000,nba,all_nba,2nd,F,Grant Hill,hillgr01,27,342,605,0.565,32,NA,NA
2000,nba,all_nba,3rd,F,Chris Webber,webbech01,26,254,605,0.42,8,NA,NA
2000,nba,all_nba,3rd,F,Vince Carter,cartevi01,23,194,605,0.321,13,NA,NA
2000,nba,all_nba,3rd,G,Eddie Jones,jonesed02,28,125,605,0.207,2,NA,NA
2000,nba,all_nba,3rd,C,David Robinson,robinda01,34,91,605,0.15,0,NA,NA
2000,nba,all_nba,3rd,G,Stephon Marbury,marbust01,22,53,605,0.088,0,NA,NA
2000,nba,all_nba,ORV,G,John Stockton,stockjo01,37,50,605,0.083,0,NA,NA
2000,nba,all_nba,ORV,G,Michael Finley,finlemi01,26,49,605,0.081,0,NA,NA
2000,nba,all_nba,ORV,G,Allan Houston,houstal01,28,28,605,0.046,0,NA,NA
2000,nba,all_nba,ORV,C,Dikembe Mutombo,mutomdi01,33,26,605,0.043,0,NA,NA
2000,nba,all_nba,ORV,G,Jerry Stackhouse,stackje01,25,24,605,0.04,0,NA,NA
2000,nba,all_nba,ORV,G,Ray Allen,allenra02,24,20,605,0.033,0,NA,NA
2000,nba,all_nba,ORV,C,Patrick Ewing,ewingpa01,37,8,605,0.013,0,NA,NA
2000,nba,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,23,7,605,0.012,0,NA,NA
2000,nba,all_nba,ORV,F,Jalen Rose,roseja01,27,6,605,0.01,0,NA,NA
2000,nba,all_nba,ORV,F,Rasheed Wallace,wallara01,25,6,605,0.01,0,NA,NA
2000,nba,all_nba,ORV,F,Clifford Robinson,robincl02,33,4,605,0.007,0,NA,NA
2000,nba,all_nba,ORV,G,Latrell Sprewell,sprewla01,29,4,605,0.007,0,NA,NA
2000,nba,all_nba,ORV,G,Terrell Brandon,brandte01,29,3,605,0.005,0,NA,NA
2000,nba,all_nba,ORV,C,Arvydas Sabonis,sabonar01,35,2,605,0.003,0,0,2
2000,nba,all_nba,ORV,C,Rik Smits,smitsri01,33,2,605,0.003,0,0,2
2000,nba,all_nba,ORV,G,Darrell Armstrong,armstda01,31,1,605,0.002,0,0,1
2000,nba,all_nba,ORV,G,Sam Cassell,cassesa01,30,1,605,0.002,0,0,1
2000,nba,all_nba,ORV,C,Vlade Divac,divacvl01,31,1,605,0.002,0,0,1
2000,nba,all_nba,ORV,G,Anfernee Hardaway,hardaan01,28,1,605,0.002,0,0,1
2000,nba,all_nba,ORV,F,Antonio McDyess,mcdyean01,25,1,605,0.002,0,0,1
2000,nba,all_nba,ORV,G,Reggie Miller,millere01,34,1,605,0.002,0,0,1
2000,nba,all_nba,ORV,G,Steve Smith,smithst01,30,1,605,0.002,0,0,1
1999,nba,all_nba,1st,F,Karl Malone,malonka01,35,580,590,0.983,113,NA,NA
1999,nba,all_nba,1st,F,Tim Duncan,duncati01,22,576,590,0.976,112,NA,NA
1999,nba,all_nba,1st,C,Alonzo Mourning,mournal01,28,542,590,0.919,95,NA,NA
1999,nba,all_nba,1st,G,Allen Iverson,iversal01,23,532,590,0.902,93,NA,NA
1999,nba,all_nba,1st,G,Jason Kidd,kiddja01,25,516,590,0.875,86,NA,NA
1999,nba,all_nba,2nd,G,Gary Payton,paytoga01,30,440,590,0.746,51,NA,NA
1999,nba,all_nba,2nd,C,Shaquille O'Neal,onealsh01,26,382,590,0.647,23,NA,NA
1999,nba,all_nba,2nd,F,Chris Webber,webbech01,25,278,590,0.471,3,NA,NA
1999,nba,all_nba,2nd,F,Grant Hill,hillgr01,26,263,590,0.446,4,NA,NA
1999,nba,all_nba,2nd,G,Tim Hardaway,hardati01,32,168,590,0.285,1,NA,NA
1999,nba,all_nba,3rd,F,Kevin Garnett,garneke01,22,132,590,0.224,4,NA,NA
1999,nba,all_nba,3rd,F,Antonio McDyess,mcdyean01,24,80,590,0.136,0,NA,NA
1999,nba,all_nba,3rd,G,Kobe Bryant,bryanko01,20,75,590,0.127,1,NA,NA
1999,nba,all_nba,3rd,G,John Stockton,stockjo01,36,75,590,0.127,1,NA,NA
1999,nba,all_nba,3rd,C,Hakeem Olajuwon,olajuha01,36,67,590,0.114,0,NA,NA
1999,nba,all_nba,ORV,G,Steve Smith,smithst01,29,63,590,0.107,0,NA,NA
1999,nba,all_nba,ORV,G,Reggie Miller,millere01,33,57,590,0.097,1,NA,NA
1999,nba,all_nba,ORV,G,Stephon Marbury,marbust01,21,54,590,0.092,0,NA,NA
1999,nba,all_nba,ORV,G,Anfernee Hardaway,hardaan01,27,41,590,0.069,2,NA,NA
1999,nba,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,22,36,590,0.061,0,NA,NA
1999,nba,all_nba,ORV,C,Dikembe Mutombo,mutomdi01,32,33,590,0.056,0,NA,NA
1999,nba,all_nba,ORV,F,Shawn Kemp,kempsh01,29,30,590,0.051,0,NA,NA
1999,nba,all_nba,ORV,C,David Robinson,robinda01,33,22,590,0.037,0,NA,NA
1999,nba,all_nba,ORV,G,Rod Strickland,stricro02,32,21,590,0.036,0,NA,NA
1999,nba,all_nba,ORV,G,Ray Allen,allenra02,23,16,590,0.027,0,NA,NA
1999,nba,all_nba,ORV,G,Michael Finley,finlemi01,25,16,590,0.027,0,NA,NA
1999,nba,all_nba,ORV,F,Charles Barkley,barklch01,35,14,590,0.024,0,NA,NA
1999,nba,all_nba,ORV,G,Darrell Armstrong,armstda01,30,12,590,0.02,0,NA,NA
1999,nba,all_nba,ORV,C,Vlade Divac,divacvl01,30,11,590,0.019,0,NA,NA
1999,nba,all_nba,ORV,G,Vince Carter,cartevi01,22,10,590,0.017,0,NA,NA
1999,nba,all_nba,ORV,F,Brian Grant,grantbr01,26,10,590,0.017,0,NA,NA
1999,nba,all_nba,ORV,G,Damon Stoudamire,stoudda01,25,10,590,0.017,0,NA,NA
1999,nba,all_nba,ORV,G,Eddie Jones,jonesed02,27,9,590,0.015,0,NA,NA
1999,nba,all_nba,ORV,G,Mark Jackson,jacksma01,33,7,590,0.012,0,NA,NA
1999,nba,all_nba,ORV,G,Mitch Richmond,richmmi01,33,7,590,0.012,0,NA,NA
1999,nba,all_nba,ORV,F,Glenn Robinson,robingl01,26,5,590,0.008,0,NA,NA
1999,nba,all_nba,ORV,F,Keith Van Horn,vanhoke01,23,5,590,0.008,0,NA,NA
1999,nba,all_nba,ORV,C,Arvydas Sabonis,sabonar01,34,4,590,0.007,0,NA,NA
1999,nba,all_nba,ORV,G,Avery Johnson,johnsav01,33,2,590,0.003,0,0,2
1999,nba,all_nba,ORV,F,Bryon Russell,russebr01,28,2,590,0.003,0,0,2
1999,nba,all_nba,ORV,F,Rasheed Wallace,wallara01,24,2,590,0.003,0,0,2
1999,nba,all_nba,ORV,G,Jason Williams,willija02,23,2,590,0.003,0,0,2
1999,nba,all_nba,ORV,F,Tom Gugliotta,guglito01,29,1,590,0.002,0,0,1
1999,nba,all_nba,ORV,F,Scottie Pippen,pippesc01,33,1,590,0.002,0,0,1
1999,nba,all_nba,ORV,G,Isaiah Rider,rideris01,27,1,590,0.002,0,0,1
1999,nba,all_nba,ORV,C,Rik Smits,smitsri01,32,1,590,0.002,0,0,1
1998,nba,all_nba,1st,G,Michael Jordan,jordami01,34,580,580,1,116,0,0
1998,nba,all_nba,1st,F,Karl Malone,malonka01,34,580,580,1,116,0,0
1998,nba,all_nba,1st,G,Gary Payton,paytoga01,29,561,580,0.967,108,NA,NA
1998,nba,all_nba,1st,C,Shaquille O'Neal,onealsh01,25,544,580,0.938,103,NA,NA
1998,nba,all_nba,1st,F,Tim Duncan,duncati01,21,370,580,0.638,45,NA,NA
1998,nba,all_nba,2nd,G,Tim Hardaway,hardati01,31,345,580,0.595,2,NA,NA
1998,nba,all_nba,2nd,C,David Robinson,robinda01,32,332,580,0.572,13,NA,NA
1998,nba,all_nba,2nd,F,Grant Hill,hillgr01,25,290,580,0.5,22,NA,NA
1998,nba,all_nba,2nd,F,Vin Baker,bakervi01,26,269,580,0.464,10,NA,NA
1998,nba,all_nba,2nd,G,Rod Strickland,stricro02,31,173,580,0.298,4,NA,NA
1998,nba,all_nba,3rd,F,Scottie Pippen,pippesc01,32,201,580,0.347,23,NA,NA
1998,nba,all_nba,3rd,F,Glen Rice,ricegl01,30,179,580,0.309,14,NA,NA
1998,nba,all_nba,3rd,G,Mitch Richmond,richmmi01,32,139,580,0.24,0,NA,NA
1998,nba,all_nba,3rd,G,Reggie Miller,millere01,32,124,580,0.214,0,NA,NA
1998,nba,all_nba,3rd,C,Dikembe Mutombo,mutomdi01,31,80,580,0.138,0,NA,NA
1998,nba,all_nba,ORV,G,John Stockton,stockjo01,35,64,580,0.11,2,NA,NA
1998,nba,all_nba,ORV,G,Jason Kidd,kiddja01,24,63,580,0.109,0,NA,NA
1998,nba,all_nba,ORV,F,Antoine Walker,walkean02,21,62,580,0.107,1,NA,NA
1998,nba,all_nba,ORV,G,Steve Smith,smithst01,28,62,580,0.107,0,NA,NA
1998,nba,all_nba,ORV,F,Dennis Rodman,rodmade01,36,41,580,0.071,0,NA,NA
1998,nba,all_nba,ORV,C,Alonzo Mourning,mournal01,27,37,580,0.064,0,NA,NA
1998,nba,all_nba,ORV,F,Kevin Garnett,garneke01,21,36,580,0.062,1,NA,NA
1998,nba,all_nba,ORV,F,Shawn Kemp,kempsh01,28,19,580,0.033,0,NA,NA
1998,nba,all_nba,ORV,G,Michael Finley,finlemi01,24,17,580,0.029,0,NA,NA
1998,nba,all_nba,ORV,C,Hakeem Olajuwon,olajuha01,35,16,580,0.028,0,NA,NA
1998,nba,all_nba,ORV,G,Eddie Jones,jonesed02,26,15,580,0.026,0,NA,NA
1998,nba,all_nba,ORV,C,Jayson Williams,willija01,29,13,580,0.022,0,NA,NA
1998,nba,all_nba,ORV,G,Allen Iverson,iversal01,22,11,580,0.019,0,NA,NA
1998,nba,all_nba,ORV,C,Rik Smits,smitsri01,31,11,580,0.019,0,NA,NA
1998,nba,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,21,10,580,0.017,0,NA,NA
1998,nba,all_nba,ORV,G,Stephon Marbury,marbust01,20,10,580,0.017,0,NA,NA
1998,nba,all_nba,ORV,C,Arvydas Sabonis,sabonar01,33,10,580,0.017,0,NA,NA
1998,nba,all_nba,ORV,F,Keith Van Horn,vanhoke01,22,8,580,0.014,0,NA,NA
1998,nba,all_nba,ORV,F,Chris Webber,webbech01,24,8,580,0.014,0,NA,NA
1998,nba,all_nba,ORV,G,Allan Houston,houstal01,26,6,580,0.01,0,NA,NA
1998,nba,all_nba,ORV,F,Detlef Schrempf,schrede01,35,5,580,0.009,0,NA,NA
1998,nba,all_nba,ORV,G,Damon Stoudamire,stoudda01,24,5,580,0.009,0,NA,NA
1998,nba,all_nba,ORV,G,Mookie Blaylock,blaylmo01,30,4,580,0.007,0,NA,NA
1998,nba,all_nba,ORV,G,Nick Anderson,anderni01,30,3,580,0.005,0,NA,NA
1998,nba,all_nba,ORV,F,Anthony Mason,masonan01,31,3,580,0.005,0,NA,NA
1998,nba,all_nba,ORV,F,Bo Outlaw,outlabo01,26,3,580,0.005,0,NA,NA
1998,nba,all_nba,ORV,F,Antonio McDyess,mcdyean01,23,2,580,0.003,0,0,2
1998,nba,all_nba,ORV,G,Ray Allen,allenra02,22,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,F,Charles Barkley,barklch01,34,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,G,Kobe Bryant,bryanko01,19,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,G,Sam Cassell,cassesa01,28,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,G,Rex Chapman,chapmre01,30,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,C,Bison Dele,delebi01,28,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,G,Jeff Hornacek,hornaje01,34,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,F,Juwan Howard,howarju01,24,1,580,0.002,0,0,1
1998,nba,all_nba,ORV,G,Brevin Knight,knighbr01,22,1,580,0.002,0,0,1
1997,nba,all_nba,1st,G,Michael Jordan,jordami01,33,575,575,1,115,0,0
1997,nba,all_nba,1st,F,Karl Malone,malonka01,33,575,575,1,115,0,0
1997,nba,all_nba,1st,C,Hakeem Olajuwon,olajuha01,34,514,575,0.894,89,NA,NA
1997,nba,all_nba,1st,F,Grant Hill,hillgr01,24,483,575,0.84,76,NA,NA
1997,nba,all_nba,1st,G,Tim Hardaway,hardati01,30,435,575,0.757,62,NA,NA
1997,nba,all_nba,2nd,G,Gary Payton,paytoga01,28,386,575,0.671,42,NA,NA
1997,nba,all_nba,2nd,F,Scottie Pippen,pippesc01,31,337,575,0.586,19,NA,NA
1997,nba,all_nba,2nd,C,Patrick Ewing,ewingpa01,34,327,575,0.569,20,NA,NA
1997,nba,all_nba,2nd,F,Glen Rice,ricegl01,29,316,575,0.55,20,NA,NA
1997,nba,all_nba,2nd,G,Mitch Richmond,richmmi01,31,198,575,0.344,1,NA,NA
1997,nba,all_nba,3rd,G,John Stockton,stockjo01,34,142,575,0.247,6,NA,NA
1997,nba,all_nba,3rd,F,Anthony Mason,masonan01,30,110,575,0.191,0,NA,NA
1997,nba,all_nba,3rd,C,Shaquille O'Neal,onealsh01,24,72,575,0.125,3,NA,NA
1997,nba,all_nba,3rd,G,Anfernee Hardaway,hardaan01,25,62,575,0.108,2,NA,NA
1997,nba,all_nba,3rd,F,Vin Baker,bakervi01,25,61,575,0.106,0,NA,NA
1997,nba,all_nba,ORV,C,Alonzo Mourning,mournal01,26,67,575,0.117,0,NA,NA
1997,nba,all_nba,ORV,F,Tom Gugliotta,guglito01,27,60,575,0.104,0,NA,NA
1997,nba,all_nba,ORV,G,Mookie Blaylock,blaylmo01,29,57,575,0.099,1,NA,NA
1997,nba,all_nba,ORV,G,Kevin Johnson,johnske02,30,57,575,0.099,1,NA,NA
1997,nba,all_nba,ORV,C,Dikembe Mutombo,mutomdi01,30,55,575,0.096,3,NA,NA
1997,nba,all_nba,ORV,F,Charles Barkley,barklch01,33,47,575,0.082,0,NA,NA
1997,nba,all_nba,ORV,G,Latrell Sprewell,sprewla01,26,44,575,0.077,0,NA,NA
1997,nba,all_nba,ORV,G,Terrell Brandon,brandte01,26,30,575,0.052,0,NA,NA
1997,nba,all_nba,ORV,F,Chris Webber,webbech01,23,29,575,0.05,0,NA,NA
1997,nba,all_nba,ORV,G,Eddie Jones,jonesed02,25,25,575,0.043,0,NA,NA
1997,nba,all_nba,ORV,F,Christian Laettner,laettch01,27,20,575,0.035,0,NA,NA
1997,nba,all_nba,ORV,G,Mark Jackson,jacksma01,31,11,575,0.019,0,NA,NA
1997,nba,all_nba,ORV,F,Shawn Kemp,kempsh01,27,11,575,0.019,0,NA,NA
1997,nba,all_nba,ORV,G,Steve Smith,smithst01,27,11,575,0.019,0,NA,NA
1997,nba,all_nba,ORV,G,Reggie Miller,millere01,31,9,575,0.016,0,NA,NA
1997,nba,all_nba,ORV,F,Dennis Rodman,rodmade01,35,9,575,0.016,0,NA,NA
1997,nba,all_nba,ORV,G,Damon Stoudamire,stoudda01,23,8,575,0.014,0,NA,NA
1997,nba,all_nba,ORV,G,Rod Strickland,stricro02,30,7,575,0.012,0,NA,NA
1997,nba,all_nba,ORV,G,Kenny Anderson,anderke01,26,6,575,0.01,0,NA,NA
1997,nba,all_nba,ORV,F,Kevin Garnett,garneke01,20,6,575,0.01,0,NA,NA
1997,nba,all_nba,ORV,G,Allen Iverson,iversal01,21,3,575,0.005,0,NA,NA
1997,nba,all_nba,ORV,F,Loy Vaught,vaughlo01,28,3,575,0.005,0,NA,NA
1997,nba,all_nba,ORV,G,Nick Van Exel,vanexni01,25,2,575,0.003,0,0,2
1997,nba,all_nba,ORV,G,Kendall Gill,gillke01,28,1,575,0.002,0,0,1
1997,nba,all_nba,ORV,G,Jason Kidd,kiddja01,23,1,575,0.002,0,0,1
1997,nba,all_nba,ORV,F,Clifford Robinson,robincl02,30,1,575,0.002,0,0,1
1997,nba,all_nba,ORV,F,Glenn Robinson,robingl01,24,1,575,0.002,0,0,1
1997,nba,all_nba,ORV,F,Antoine Walker,walkean02,20,1,575,0.002,0,0,1
1996,nba,all_nba,1st,G,Michael Jordan,jordami01,32,565,565,1,113,0,0
1996,nba,all_nba,1st,F,Scottie Pippen,pippesc01,30,517,565,0.915,91,NA,NA
1996,nba,all_nba,1st,G,Anfernee Hardaway,hardaan01,24,516,565,0.913,90,NA,NA
1996,nba,all_nba,1st,F,Karl Malone,malonka01,32,509,565,0.901,89,NA,NA
1996,nba,all_nba,1st,C,David Robinson,robinda01,30,442,565,0.782,65,NA,NA
1996,nba,all_nba,2nd,C,Hakeem Olajuwon,olajuha01,33,378,565,0.669,40,NA,NA
1996,nba,all_nba,2nd,F,Shawn Kemp,kempsh01,26,306,565,0.542,18,NA,NA
1996,nba,all_nba,2nd,G,Gary Payton,paytoga01,27,294,565,0.52,14,NA,NA
1996,nba,all_nba,2nd,F,Grant Hill,hillgr01,23,266,565,0.471,14,NA,NA
1996,nba,all_nba,2nd,G,John Stockton,stockjo01,33,258,565,0.457,7,NA,NA
1996,nba,all_nba,3rd,F,Charles Barkley,barklch01,32,236,565,0.418,10,NA,NA
1996,nba,all_nba,3rd,C,Shaquille O'Neal,onealsh01,23,185,565,0.327,8,NA,NA
1996,nba,all_nba,3rd,G,Mitch Richmond,richmmi01,30,167,565,0.296,1,NA,NA
1996,nba,all_nba,3rd,G,Reggie Miller,millere01,30,90,565,0.159,0,NA,NA
1996,nba,all_nba,3rd,F,Juwan Howard,howarju01,22,68,565,0.12,3,NA,NA
1996,nba,all_nba,ORV,F,Dennis Rodman,rodmade01,34,57,565,0.101,1,NA,NA
1996,nba,all_nba,ORV,G,Jason Kidd,kiddja01,22,43,565,0.076,1,NA,NA
1996,nba,all_nba,ORV,G,Rod Strickland,stricro02,29,33,565,0.058,0,NA,NA
1996,nba,all_nba,ORV,F,Sean Elliott,elliose01,27,27,565,0.048,0,NA,NA
1996,nba,all_nba,ORV,G,Terrell Brandon,brandte01,25,25,565,0.044,0,NA,NA
1996,nba,all_nba,ORV,F,Vin Baker,bakervi01,24,23,565,0.041,0,NA,NA
1996,nba,all_nba,ORV,G,Clyde Drexler,drexlcl01,33,18,565,0.032,0,NA,NA
1996,nba,all_nba,ORV,F,Glen Rice,ricegl01,28,10,565,0.018,0,NA,NA
1996,nba,all_nba,ORV,F,Detlef Schrempf,schrede01,33,9,565,0.016,0,NA,NA
1996,nba,all_nba,ORV,C,Alonzo Mourning,mournal01,25,8,565,0.014,0,NA,NA
1996,nba,all_nba,ORV,F,Magic Johnson,johnsma02,36,7,565,0.012,0,NA,NA
1996,nba,all_nba,ORV,C,Patrick Ewing,ewingpa01,33,3,565,0.005,0,NA,NA
1996,nba,all_nba,ORV,F,Horace Grant,grantho01,30,3,565,0.005,0,NA,NA
1996,nba,all_nba,ORV,G,Allan Houston,houstal01,24,3,565,0.005,0,NA,NA
1996,nba,all_nba,ORV,F,Dennis Scott,scottde01,27,3,565,0.005,0,NA,NA
1996,nba,all_nba,ORV,G,Latrell Sprewell,sprewla01,25,3,565,0.005,0,NA,NA
1996,nba,all_nba,ORV,F,Larry Johnson,johnsla02,26,2,565,0.004,0,0,2
1996,nba,all_nba,ORV,G,Mookie Blaylock,blaylmo01,28,1,565,0.002,0,0,1
