season,lg,team,abbreviation,playoffs,g,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss
2013,NBA,Oklahoma City Thunder,OKC,TRUE,82,19830,40.5,84.3,0.481,7.8,20.6,0.377,32.8,63.7,0.514,23.6,28.5,0.828,11.1,35.3,46.4,22.7,8.8,8.1,16.2,21.4,112.4
2013,NBA,Orlando Magic,ORL,FALSE,82,19780,40.7,90.9,0.448,6.7,20.2,0.329,34.1,70.6,0.482,13.5,17.9,0.755,11.7,34.4,46.1,24.6,7,4.7,15.7,20.9,101.6
2013,NBA,Philadelphia 76ers,PHI,FALSE,82,19755,40.8,92,0.444,6.9,19.2,0.36,33.9,72.9,0.466,13.4,18.4,0.729,12,33.3,45.2,24.9,8.1,5.1,14.3,20.1,102
2013,NBA,Phoenix Suns,PHO,FALSE,82,19805,39.7,89.7,0.443,6.2,18.9,0.33,33.5,70.8,0.473,15.6,21,0.744,12.4,31.8,44.3,24.1,8.5,5.6,16.6,21.9,101.2
2013,NBA,Portland Trail Blazers,POR,FALSE,82,19855,39.8,88.8,0.448,8.9,25.2,0.353,30.9,63.6,0.486,17.2,22.2,0.776,11.6,32.7,44.3,23.6,7.1,4.7,15.9,20.1,105.8
2013,NBA,Sacramento Kings,SAC,FALSE,82,19830,39.9,89.2,0.447,7.9,21.7,0.363,32,67.5,0.474,18.6,24.2,0.769,12.2,30.8,43,22.1,8.7,4.4,15.5,22.2,106.2
2013,NBA,San Antonio Spurs,SAS,TRUE,82,19880,41.1,85.6,0.481,8.5,22.6,0.376,32.6,62.9,0.519,17.5,22.1,0.791,8.5,34.9,43.4,26.4,8.9,5.7,15.5,18.3,108.3
2013,NBA,Toronto Raptors,TOR,FALSE,82,19980,39.6,88.8,0.446,7.6,22.1,0.343,32,66.7,0.48,19.2,24.3,0.788,11.6,32.2,43.8,23.5,7.9,5.2,14.9,24.4,105.9
2013,NBA,Utah Jazz,UTA,FALSE,82,19880,40.4,89.1,0.454,6.7,18.4,0.366,33.7,70.7,0.477,19.1,25,0.764,13.1,32.6,45.8,24.7,9.2,6.8,16.1,23.2,106.7
2013,NBA,Washington Wizards,WAS,FALSE,82,19855,38.2,87.8,0.435,7.1,19.6,0.365,31,68.2,0.455,16.8,22.9,0.733,11.6,34.8,46.4,23.3,7.8,4.9,16.2,22,100.2
2012,NBA,Atlanta Hawks,ATL,TRUE,66,16165,40,88,0.454,8.1,21.9,0.37,31.9,66.1,0.482,16.9,22.8,0.74,10.7,34,44.7,24.4,8.8,5,15.2,19.4,104.9
2012,NBA,Boston Celtics,BOS,TRUE,66,15940,39,84.7,0.46,6,16.5,0.367,33,68.3,0.483,16.9,21.8,0.778,8.5,34.2,42.7,25.9,8.3,6,16.3,21.9,101
2012,NBA,Charlotte Bobcats,CHA,FALSE,66,15890,36.4,87.8,0.414,4.4,14.8,0.295,32,73,0.439,18.1,24.2,0.746,11.2,31.4,42.6,22,6.6,6,15.9,20.7,95.2
2012,NBA,Chicago Bulls,CHI,TRUE,66,15940,41.7,92.3,0.452,7.1,18.9,0.375,34.6,73.4,0.471,17,23.5,0.722,15.5,36.6,52,25.8,7.7,6.6,15.6,19.2,107.4
2012,NBA,Cleveland Cavaliers,CLE,FALSE,66,15965,37.2,88.2,0.422,7.2,21,0.346,30,67.3,0.446,19.4,27.1,0.716,13.8,32.1,45.9,21.5,7.7,4.3,16.7,21.7,101.1
2012,NBA,Dallas Mavericks,DAL,TRUE,66,16065,39.2,88.4,0.443,8.1,23.9,0.339,31.1,64.5,0.482,16.8,21.8,0.771,10.9,35.2,46.1,22.5,9.2,5.5,15.1,20,103.3
2012,NBA,Denver Nuggets,DEN,TRUE,66,16040,40.9,85.9,0.476,6.9,20.8,0.332,33.9,65,0.522,20.5,28,0.735,11.7,33.4,45.2,25.1,8.6,5.2,16.1,20.6,109.2
2012,NBA,Detroit Pistons,DET,FALSE,66,15965,38.6,88.1,0.438,5.3,15.4,0.346,33.3,72.7,0.457,18.5,24.6,0.752,13.1,31.7,44.8,20.8,7.7,4.7,17.4,21.8,101
2012,NBA,Golden State Warriors,GSW,FALSE,66,15915,40.6,88.9,0.457,8.6,22.1,0.388,32.1,66.8,0.48,15.5,20.2,0.77,10.5,31.8,42.2,24,8.6,5.9,14.9,23,105.4
2012,NBA,Houston Rockets,HOU,FALSE,66,16065,40.6,90.3,0.449,7.8,21.7,0.359,32.8,68.6,0.477,16.6,21.2,0.782,12.5,32.8,45.3,22.9,8.1,5.2,15.6,21.9,105.5
2012,NBA,Indiana Pacers,IND,TRUE,66,15990,38.9,88.9,0.438,6.5,17.6,0.368,32.5,71.3,0.455,22.3,28.5,0.782,13.7,34.2,47.9,20.3,8.7,5.9,15.3,23.7,106.7
2012,NBA,Los Angeles Clippers,LAC,TRUE,66,15965,41.1,90.5,0.455,8.7,24.3,0.357,32.5,66.2,0.49,17.6,25.9,0.68,13.5,32.8,46.2,23.3,9.4,5.3,14.8,23.6,108.5
2012,NBA,Los Angeles Lakers,LAL,TRUE,66,16065,40.1,87.8,0.457,6,18.3,0.326,34.1,69.4,0.491,19.8,26.2,0.756,13.2,37.1,50.3,24.5,6.4,5.8,16.5,18.3,106
2012,NBA,Memphis Grizzlies,MEM,TRUE,66,15940,40.2,89.9,0.447,4.6,14.1,0.326,35.6,75.8,0.47,18.9,24.9,0.759,13.8,32.2,46,21.4,10.5,5.7,15.8,21.8,104
2012,NBA,Miami Heat,MIA,TRUE,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45,21.6,9.6,5.8,16.4,21,106.6
2012,NBA,Milwaukee Bucks,MIL,FALSE,66,15865,40.4,91.2,0.443,7,20.4,0.345,33.3,70.8,0.471,17.7,22.8,0.774,13.2,32,45.2,25,8.8,5.4,15,20.5,105.5
2012,NBA,Minnesota Timberwolves,MIN,FALSE,66,15940,38,87.7,0.433,7.6,23,0.332,30.4,64.7,0.469,20.7,26.8,0.771,12.9,33.7,46.6,20.8,7,4.7,16.2,19.6,104.3
2012,NBA,New Jersey Nets,NJN,FALSE,66,15890,37.9,89.1,0.425,8.5,24.8,0.342,29.4,64.3,0.457,18.6,24,0.777,13.1,31.5,44.6,22,8.3,4.4,16.7,21.2,102.9
2012,NBA,New Orleans Hornets,NOH,FALSE,66,15940,39.2,87,0.451,4.4,13.2,0.333,34.8,73.8,0.472,18,23.8,0.757,12.3,33.9,46.3,23.3,8.3,5.4,17.5,22.6,100.9
2012,NBA,New York Knicks,NYK,TRUE,66,15940,38.2,86.2,0.443,8.4,24.9,0.336,29.9,61.4,0.487,19.6,26.4,0.741,12,32.5,44.5,21.5,10.1,4.5,17.1,22.5,104.4
2012,NBA,Oklahoma City Thunder,OKC,TRUE,66,15990,39.7,84.4,0.471,7.6,21.3,0.358,32.1,63.1,0.509,22.7,28.1,0.806,11.7,34.8,46.5,19.8,8,8.7,17.4,21.8,109.8
2012,NBA,Orlando Magic,ORL,TRUE,66,15965,38.4,87.2,0.441,11.3,30.1,0.375,27.1,57,0.475,16.8,25.5,0.66,12.5,34.8,47.3,22.3,7.6,4.6,16.6,19.7,105
2012,NBA,Philadelphia 76ers,PHI,TRUE,66,15915,41.6,92.8,0.448,5.9,16.2,0.362,35.7,76.6,0.466,14.9,20.1,0.742,11.8,36.1,47.9,24.4,8.8,5.7,12.4,19.5,103.9
2012,NBA,Phoenix Suns,PHO,FALSE,66,15840,40.8,89.1,0.458,7.3,21.2,0.343,33.6,67.9,0.494,17.3,22.9,0.757,11.7,33.3,45,24.3,7.1,6,15.2,20.2,106.2
2012,NBA,Portland Trail Blazers,POR,FALSE,66,15965,39.6,89.3,0.443,7.9,22.8,0.346,31.7,66.5,0.477,18.7,23.5,0.796,12.1,32.1,44.2,22.2,8.7,5.3,15.4,20.6,105.7
2012,NBA,Sacramento Kings,SAC,FALSE,66,15915,39.7,91,0.436,6.5,20.7,0.316,33.1,70.3,0.471,18,24.4,0.736,14,31,45.1,20.2,8.9,5.1,15.2,20.5,103.8
2012,NBA,San Antonio Spurs,SAS,TRUE,66,15940,42.3,88.5,0.478,8.9,22.8,0.393,33.4,65.8,0.507,17.3,23.1,0.748,11.1,34.9,46,24.8,7.9,4.7,14.5,18.5,110.9
2012,NBA,Toronto Raptors,TOR,FALSE,66,15965,38.2,86.8,0.44,6.1,18.1,0.34,32,68.7,0.467,18.3,23.7,0.77,11.7,34.9,46.7,23.3,7.2,5.4,16.9,25.8,100.8
2012,NBA,Utah Jazz,UTA,TRUE,66,16165,41,89.8,0.456,4.4,13.7,0.323,36.5,76.1,0.48,20.4,27.1,0.754,14,33.4,47.4,23.4,8.8,6.3,15.2,23.4,106.8
2012,NBA,Washington Wizards,WAS,FALSE,66,15865,39.5,89.5,0.441,5.6,17.6,0.32,33.8,71.9,0.47,16.5,22.7,0.727,12.7,32.3,45,20.6,8.6,6.8,16.5,23,101
2011,NBA,Atlanta Hawks,ATL,TRUE,82,19730,40.5,87.6,0.462,6.8,19.4,0.352,33.6,68.1,0.494,18.3,23.5,0.779,10.4,33.5,43.9,24.5,6.8,4.6,15.2,21.2,106.1
2011,NBA,Boston Celtics,BOS,TRUE,82,19780,40.6,83.5,0.486,5.5,15,0.365,35.1,68.5,0.513,19.6,25.4,0.77,8.6,34.1,42.7,25.8,9.1,4.6,16,22.5,106.2
2011,NBA,Charlotte Bobcats,CHA,FALSE,82,19805,38.8,86,0.451,5.3,16.3,0.327,33.5,69.8,0.48,20.4,27,0.756,11.5,33,44.5,23.4,7.1,5.9,16.1,22.1,103.4
2011,NBA,Chicago Bulls,CHI,TRUE,82,19830,40.7,88.2,0.462,6.8,19,0.361,33.9,69.3,0.489,20,26.9,0.743,13,35.5,48.5,24.5,7.9,6.3,15.6,22,108.3
2011,NBA,Cleveland Cavaliers,CLE,FALSE,82,19755,37.7,86.8,0.434,6.6,19.4,0.342,31,67.3,0.461,20.2,27.1,0.745,11.2,32,43.2,22.5,7.1,4.5,15.2,21.5,102.2
2011,NBA,Dallas Mavericks,DAL,TRUE,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21,109.7
2011,NBA,Denver Nuggets,DEN,TRUE,82,19705,40.1,84.3,0.476,8.4,21.7,0.388,31.6,62.6,0.506,23.7,31,0.765,10.1,33.8,43.9,23.1,7.7,4.5,14.7,21.9,112.3
2011,NBA,Detroit Pistons,DET,FALSE,82,19880,41.4,90,0.46,6.4,17,0.376,35,73,0.479,18.5,25.1,0.737,12.6,30.3,42.9,23.4,8.1,4.4,14.4,22.1,107.7
2011,NBA,Golden State Warriors,GSW,FALSE,82,19830,41.5,90,0.461,8.7,22.3,0.392,32.8,67.6,0.484,16.5,21.6,0.761,12.2,30.3,42.4,23.6,9.4,5.2,15.3,23.1,108.2
2011,NBA,Houston Rockets,HOU,FALSE,82,19880,40.6,89.4,0.454,8.7,23.6,0.367,31.9,65.8,0.486,21.4,26.7,0.801,12.3,32.7,45,25.1,7.4,4.8,14.2,21,111.3
2011,NBA,Indiana Pacers,IND,TRUE,82,19780,38.5,86.9,0.442,7.5,21.2,0.354,31,65.8,0.471,20.4,26.1,0.782,11.7,34,45.7,20.6,7.5,5.8,16.2,22.8,104.8
2011,NBA,Los Angeles Clippers,LAC,FALSE,82,19855,39.3,85.8,0.457,6.7,19.8,0.338,32.6,66.1,0.493,20.1,28.5,0.707,12.4,32.6,45,23.6,7.6,5.2,17.5,22.6,105.3
2011,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,41.7,90.1,0.463,7,19.8,0.352,34.7,70.3,0.494,20.6,26.4,0.779,13.2,34.9,48.1,24,8,5.6,14.3,20.7,111
2011,NBA,Memphis Grizzlies,MEM,TRUE,82,19880,42,89.3,0.471,4.1,12.2,0.334,38,77.2,0.492,19.5,26,0.75,12.7,31.4,44.1,22.2,10.1,5.8,15,22.4,107.6
2011,NBA,Miami Heat,MIA,TRUE,82,19780,40.5,84.1,0.481,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7
2011,NBA,Milwaukee Bucks,MIL,FALSE,82,19830,37.9,88.2,0.43,6.5,19.1,0.342,31.4,69.2,0.454,19.2,25.4,0.757,11.6,33.4,45.1,20.8,8.3,5.4,14.9,22.7,101.6
2011,NBA,Minnesota Timberwolves,MIN,FALSE,82,19780,38.9,88.2,0.441,7.4,19.7,0.376,31.5,68.5,0.459,19.1,24.9,0.768,13.6,32.1,45.8,20.8,7.4,5.3,17.6,23,104.2
2011,NBA,New Jersey Nets,NJN,FALSE,82,20005,38.9,88.6,0.44,6.1,17.8,0.343,32.8,70.7,0.464,19,25.1,0.759,12.1,32.6,44.7,23,6.1,5.1,15.4,24.1,103.1
2011,NBA,New Orleans Hornets,NOH,TRUE,82,19830,40.2,87.5,0.459,6.1,16.8,0.36,34.1,70.7,0.482,19.8,25.9,0.765,11.2,33.7,44.9,23.1,8.5,4.9,14.6,23.5,106.2
2011,NBA,New York Knicks,NYK,TRUE,82,19780,39.9,87.2,0.457,9.7,26.4,0.368,30.2,60.8,0.496,21.4,26.5,0.809,10.8,31.4,42.1,22.3,7.9,6,14.3,22.1,110.9
2011,NBA,Oklahoma City Thunder,OKC,TRUE,82,20005,39.7,85.5,0.464,6.3,18.2,0.347,33.4,67.4,0.495,25.6,31.1,0.823,11.7,33.7,45.4,21.6,8.5,6.3,15,23.8,111.2
2011,NBA,Orlando Magic,ORL,TRUE,82,19830,39.2,85,0.461,10.2,27.9,0.366,29,57.1,0.507,19.3,27.9,0.692,11.5,35.5,47,21.7,7.3,5.1,16.2,21.8,107.9
2011,NBA,Philadelphia 76ers,PHI,TRUE,82,19930,41,89,0.461,5.8,16.4,0.355,35.2,72.6,0.485,18.7,24.3,0.77,11.2,33.9,45,24.4,8.2,4.7,14,20.9,106.6
2011,NBA,Phoenix Suns,PHO,FALSE,82,20005,40.9,87,0.47,8.9,23.6,0.377,32,63.4,0.505,18.7,24.6,0.759,10.4,31.5,41.9,24.7,6.9,4.5,14.9,21.2,109.5
2011,NBA,Portland Trail Blazers,POR,TRUE,82,19805,40.7,91,0.447,7.1,20.7,0.345,33.5,70.2,0.477,20.3,25.3,0.804,13.7,30.7,44.5,23.9,9.1,4.9,14.7,21.8,108.8
2011,NBA,Sacramento Kings,SAC,FALSE,82,19855,39.8,88.6,0.449,5.4,16.2,0.335,34.4,72.4,0.475,18.5,25.2,0.734,13.6,32.1,45.7,21.3,7.7,5,16.8,22.9,103.5
2011,NBA,San Antonio Spurs,SAS,TRUE,82,19780,41.4,87.1,0.475,9,22.7,0.397,32.4,64.4,0.503,20,26.1,0.767,10.9,34.2,45.1,24.1,7.9,4.9,14.5,20.5,111.8
2011,NBA,Toronto Raptors,TOR,FALSE,82,19780,41.1,88.3,0.465,4.5,14.3,0.316,36.6,74,0.494,19.5,25.8,0.755,12.6,30.6,43.2,23.5,7.6,4.6,15.8,23.6,106.1
2011,NBA,Utah Jazz,UTA,FALSE,82,19880,40.6,87.4,0.465,5.8,16.7,0.346,34.9,70.7,0.493,21.1,27.3,0.771,11.9,31,42.9,25.5,8.3,6.4,15.6,24.7,108.1
2011,NBA,Washington Wizards,WAS,FALSE,82,19930,39.1,88.4,0.443,5,15.2,0.332,34.1,73.2,0.465,19.1,25.7,0.745,13,30.5,43.5,20.4,8.5,6.4,16.1,23.7,102.4
2010,NBA,Atlanta Hawks,ATL,TRUE,82,19855,42.7,91.2,0.468,7,19.5,0.36,35.6,71.7,0.497,19.5,25.7,0.759,13,32.9,45.9,24,7.9,5.5,13.1,21.9,111.9
2010,NBA,Boston Celtics,BOS,TRUE,82,19780,40.2,83.3,0.483,6.6,19,0.348,33.6,64.4,0.523,20.6,27.7,0.746,9.5,32.4,41.9,25.6,9.3,5.3,16.1,24,107.7
2010,NBA,Charlotte Bobcats,CHA,TRUE,82,19880,38.2,84.3,0.453,6.1,17.8,0.346,32,66.5,0.482,21.9,29.1,0.751,11.5,33.3,44.7,22.2,8.4,6,17.2,21.3,104.4
2010,NBA,Chicago Bulls,CHI,TRUE,82,19905,39.9,88.4,0.451,4.6,13.8,0.33,35.3,74.6,0.474,19.2,25.4,0.754,12.1,35.2,47.3,22.1,6.9,6.2,15.2,21.3,103.5
2010,NBA,Cleveland Cavaliers,CLE,TRUE,82,19780,41.2,84.9,0.485,8,21,0.381,33.2,63.9,0.52,20.8,29,0.72,10.5,35.8,46.3,24.4,7.5,5.6,15.1,21.1,111.2
2010,NBA,Dallas Mavericks,DAL,TRUE,82,19880,41,88.2,0.464,7.3,19.6,0.372,33.7,68.7,0.491,19.9,24.4,0.816,10.9,33.8,44.6,25,8.1,5.9,13.8,20.4,109.2
2010,NBA,Denver Nuggets,DEN,TRUE,82,19780,40,85.5,0.468,7,19.4,0.359,33,66.1,0.5,24.8,32.1,0.772,11.4,32.1,43.5,22,8.7,5.3,14.5,23.6,111.8
2010,NBA,Detroit Pistons,DET,FALSE,82,19780,40.3,90.5,0.445,5.1,16.3,0.314,35.2,74.2,0.474,19.9,27.4,0.728,14.4,30.7,45.2,21.8,8.2,4.3,15.1,25,105.6
2010,NBA,Golden State Warriors,GSW,FALSE,82,19730,40.4,86,0.469,7.7,20.4,0.375,32.7,65.5,0.499,19.8,25.3,0.782,9.1,29.1,38.2,22.3,9.2,4.1,14.6,22.9,108.1
2010,NBA,Houston Rockets,HOU,FALSE,82,19905,39.7,88.8,0.447,8.3,23.6,0.351,31.4,65.2,0.481,20,25.9,0.772,12.4,31.7,44.1,22.9,7.5,4.1,15.2,21.9,107.6
2010,NBA,Indiana Pacers,IND,FALSE,82,19705,37.9,85.6,0.443,8.3,23.8,0.348,29.6,61.8,0.479,19.6,25.3,0.775,9.9,32.9,42.7,21.7,7.3,5.5,15.5,23.2,103.7
2010,NBA,Los Angeles Clippers,LAC,FALSE,82,19705,39.5,86.8,0.455,6.4,19.2,0.332,33.1,67.7,0.49,17.9,24.6,0.73,12.2,32.9,45.1,23.8,7,6.1,16.9,20.8,103.3
2010,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,41,89.7,0.457,6.9,20.4,0.341,34.1,69.3,0.492,19.8,25.9,0.765,12.7,34.7,47.4,22.6,8,5.2,14.3,20.8,108.8
2010,NBA,Memphis Grizzlies,MEM,FALSE,82,19905,41.5,88.6,0.469,4.4,13.1,0.337,37.1,75.5,0.492,20.8,28.4,0.733,13.8,32.2,46,19.9,8.3,5.1,16.1,21.3,108.3
2010,NBA,Miami Heat,MIA,TRUE,82,19880,40.2,87.8,0.458,6.7,19.2,0.346,33.5,68.6,0.489,19.6,26,0.752,11.8,34.4,46.2,20.9,8.2,6.2,14.5,23,106.6
2010,NBA,Milwaukee Bucks,MIL,TRUE,82,19980,40,91.7,0.436,8.5,23.8,0.356,31.5,67.9,0.464,16.6,21.9,0.755,12.6,33.5,46.2,22.8,7.6,5,14.2,23.9,104.9
2010,NBA,Minnesota Timberwolves,MIN,FALSE,82,19780,39.2,87.4,0.449,5.1,14.9,0.341,34.1,72.5,0.471,18.1,24.3,0.746,12.1,32.3,44.4,20.5,7.5,3.9,16.8,21.5,101.7
2010,NBA,New Jersey Nets,NJN,FALSE,82,19780,37.4,87,0.429,5,15.7,0.318,32.4,71.3,0.454,20.9,26.8,0.78,11.9,31.3,43.2,20.5,7.6,5.2,15.7,21.8,100.6
2010,NBA,New Orleans Hornets,NOH,FALSE,82,19830,41.5,89.4,0.464,7.5,20.5,0.363,34.1,68.9,0.495,16.9,21.7,0.778,11.1,32,43.1,23.9,8.2,3.9,14.4,21,107.4
2010,NBA,New York Knicks,NYK,FALSE,82,19880,40.2,88.3,0.455,9.5,27.6,0.346,30.6,60.8,0.504,17.7,22.6,0.782,10.7,31.8,42.6,22.8,7.5,3.9,14.7,21,107.6
2010,NBA,Oklahoma City Thunder,OKC,TRUE,82,19805,39.9,86.3,0.462,5.4,16,0.34,34.4,70.3,0.49,23.1,28.8,0.805,12.5,33.9,46.4,21.3,8.5,6.3,16,22.7,108.3
2010,NBA,Orlando Magic,ORL,TRUE,82,19730,39.7,84.5,0.47,11.1,29.6,0.375,28.6,54.9,0.521,20.8,28.8,0.724,10.7,36.2,46.9,21.3,6.8,6,15.3,21.5,111.4
2010,NBA,Philadelphia 76ers,PHI,FALSE,82,19805,40.9,88.7,0.46,6.3,18.3,0.343,34.6,70.5,0.491,18.1,23.9,0.756,12.5,32,44.5,22.8,8.8,5.8,15.8,22.2,106.1
2010,NBA,Phoenix Suns,PHO,TRUE,82,19730,42.6,86.6,0.492,9.3,22.6,0.412,33.3,64,0.52,20.8,27,0.77,11.6,33.4,45,24.4,6.1,5.3,15.4,21.9,115.3
2010,NBA,Portland Trail Blazers,POR,TRUE,82,19855,41,88.9,0.461,6.8,19.1,0.354,34.2,69.8,0.49,22.1,28,0.79,12.6,32.8,45.4,23.1,7.2,4.8,13.9,23.6,110.8
2010,NBA,Sacramento Kings,SAC,FALSE,82,19880,40.4,88.6,0.456,6.2,17.8,0.349,34.2,70.8,0.483,18.4,25.3,0.726,12.5,32.3,44.9,21.6,7.2,4.7,15.7,23.5,105.3
2010,NBA,San Antonio Spurs,SAS,TRUE,82,19780,41.7,88.1,0.473,7.3,20.5,0.358,34.4,67.7,0.508,19.3,26.1,0.74,11.7,34.7,46.4,24.2,6.8,5,14.8,22.1,110
2010,NBA,Toronto Raptors,TOR,FALSE,82,19780,41.7,86.5,0.482,6.8,18.2,0.371,35,68.2,0.512,21.1,27.6,0.764,10.5,32.7,43.2,23.5,6.1,5,14.3,23.7,111.3
2010,NBA,Utah Jazz,UTA,TRUE,82,19755,41.8,85.1,0.491,5.7,15.6,0.364,36.1,69.5,0.519,21.4,28.9,0.741,11.3,33.5,44.8,28.3,8.7,5.2,16.1,24.1,110.7
2010,NBA,Washington Wizards,WAS,FALSE,82,19830,39.7,88.5,0.449,5.7,16.2,0.353,34,72.3,0.471,19.1,25,0.762,12.8,32.5,45.2,20.6,6.5,5.6,16.1,23.1,104.2
2009,NBA,Atlanta Hawks,ATL,TRUE,82,19705,40.2,87.7,0.458,8.1,22.2,0.366,32.1,65.5,0.49,20.9,28.3,0.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3
2009,NBA,Boston Celtics,BOS,TRUE,82,19880,41.1,84.6,0.486,7.2,18.1,0.397,33.9,66.5,0.51,21.2,27.7,0.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5
2009,NBA,Charlotte Bobcats,CHA,FALSE,82,19930,39.1,85.9,0.455,6.7,18.3,0.366,32.4,67.6,0.479,19.8,26.8,0.74,12.1,32.3,44.3,23.7,7.9,5.4,17.4,23.9,104.7
2009,NBA,Chicago Bulls,CHI,TRUE,82,19930,40.4,88.6,0.457,6.4,16.7,0.381,34.1,71.9,0.474,21.1,26.6,0.796,12.6,32.1,44.7,22.4,8,5.9,15.4,22.1,108.4
2009,NBA,Cleveland Cavaliers,CLE,TRUE,82,19780,41.3,88.3,0.468,9,22.8,0.393,32.4,65.4,0.495,20.8,27.5,0.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4
2009,NBA,Dallas Mavericks,DAL,TRUE,82,19805,41.4,89.7,0.462,7.6,21.6,0.35,33.9,68.1,0.498,20.1,24.5,0.819,12,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5
2009,NBA,Denver Nuggets,DEN,TRUE,82,19730,39.5,84,0.47,7.1,19.1,0.371,32.4,64.9,0.499,24.4,32.1,0.76,11.7,32.4,44,23.5,9.2,6.3,16.2,24.2,110.4
2009,NBA,Detroit Pistons,DET,TRUE,82,19905,41.4,91.2,0.454,5.2,15,0.349,36.2,76.2,0.475,19.3,25.7,0.751,13.2,34,47.2,23.5,6.9,5.2,13.5,23.8,107.4
2009,NBA,Golden State Warriors,GSW,FALSE,82,19880,39.7,86.8,0.458,6.8,18.1,0.373,33,68.6,0.48,23.3,29.4,0.791,11.7,30.6,42.4,21,7.8,6.5,14.8,22.7,109.5
2009,NBA,Houston Rockets,HOU,TRUE,82,19805,39.8,87.7,0.453,8.3,22.2,0.375,31.4,65.4,0.48,20.6,25.6,0.805,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,108.4
2009,NBA,Indiana Pacers,IND,FALSE,82,19830,40.4,88.8,0.455,8.2,21.6,0.378,32.2,67.2,0.48,19.1,23.7,0.807,11.6,33.4,45,22.3,7.2,5.4,14.9,23.8,108.1
2009,NBA,Los Angeles Clippers,LAC,FALSE,82,19880,38.7,87.8,0.441,7,19.8,0.354,31.7,68,0.467,17.8,24.1,0.736,11.7,31.2,42.8,22.6,7.5,6.3,16,21.6,102.3
2009,NBA,Los Angeles Lakers,LAL,TRUE,82,19780,42.6,89.8,0.474,7,19.5,0.361,35.5,70.3,0.505,20.7,26.9,0.77,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8
2009,NBA,Memphis Grizzlies,MEM,FALSE,82,19805,38.5,84.8,0.454,5.4,14.9,0.36,33.2,70,0.474,21.1,27.9,0.756,11.4,31.4,42.8,19.1,8.3,5.2,16.8,23.9,103.5
2009,NBA,Miami Heat,MIA,TRUE,82,19955,40.6,88.9,0.457,7.8,21.8,0.357,32.8,67.1,0.489,18.9,25,0.754,11.1,32.3,43.3,22.4,8.7,6,13.7,22.7,107.8
2009,NBA,Milwaukee Bucks,MIL,FALSE,82,19780,39.4,88.5,0.445,6.7,18.5,0.363,32.7,70.1,0.467,21.1,27.1,0.78,12.8,31,43.8,23.6,8,4,15.1,26,106.7
2009,NBA,Minnesota Timberwolves,MIN,FALSE,82,19805,39.5,89.5,0.441,7.2,20.4,0.353,32.3,69.2,0.467,19.9,25.9,0.769,12.9,32.3,45.2,22.1,6.8,4.3,15.4,23.6,106.1
2009,NBA,New Jersey Nets,NJN,FALSE,82,19830,39.4,88,0.448,8.8,23.4,0.376,30.6,64.6,0.473,20.8,26.7,0.779,11.4,32.5,44,22,7.5,5.3,14.5,24.7,108.3
2009,NBA,New Orleans Hornets,NOH,TRUE,82,19755,40.3,88.1,0.457,7.7,21.1,0.364,32.6,67,0.487,20.5,25.4,0.807,11.1,33.9,45,22.3,8.2,4.7,14.2,23,108.7
2009,NBA,New York Knicks,NYK,FALSE,82,19805,39.6,88.9,0.445,10.3,28.6,0.36,29.3,60.2,0.486,18.7,23.8,0.784,11.4,31.9,43.3,21.8,7.6,2.6,14.7,21,108.1
2009,NBA,Oklahoma City Thunder,OKC,FALSE,82,19805,38.8,86.9,0.447,4.2,12.3,0.346,34.6,74.7,0.463,21,26.8,0.786,12.9,32.3,45.3,21.5,7.9,4.8,17.2,21.4,102.9
2009,NBA,Orlando Magic,ORL,TRUE,82,19730,38.6,84.5,0.457,10.8,28.3,0.381,27.8,56.2,0.495,21.2,29.7,0.715,10.8,35.9,46.7,21,7.5,5.8,15,21.9,109.2
2009,NBA,Philadelphia 76ers,PHI,TRUE,82,19755,40.5,88.2,0.459,4.6,14.5,0.318,35.9,73.7,0.486,22.3,29.9,0.745,14,31.5,45.6,22.2,8.9,5.6,15.6,22.3,107.9
