season,lg,player,player_id,age,team,pos,g,gs,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
2022,NBA,Lance Stephenson,stephla01,31,2TM,SG,46,1,814,0.455,14.9,0.721,0.22,0.164,0.08,0.257,0.279,0.515,0.662,0.547,0.423,0.398,0.3,0.2,0.593,0.003,1,0.178,0.375,0,0
2022,NBA,Lance Stephenson,stephla01,31,ATL,SG,6,0,70,0.385,15.5,0.769,0.231,0,0.154,0.385,0.231,0.5,0.667,NA,0.5,0.4,0,0.6,NA,0,0,0.333,0,0,0
2022,NBA,Lance Stephenson,stephla01,31,IND,PG,40,1,744,0.458,14.2,0.719,0.219,0.171,0.077,0.252,0.281,0.516,0.662,0.547,0.417,0.397,0.31,0.183,0.593,0.003,1,0.172,0.4,0,0
2022,NBA,Lamar Stevens,stevela01,24,CLE,PF,63,13,1015,0.489,9.9,0.796,0.382,0.201,0.125,0.088,0.204,0.543,0.73,0.266,0.475,0.464,0.277,0.601,1,0.113,33,0.585,0.263,0,0
2022,NBA,Isaiah Stewart,stewais01,20,DET,C,71,71,1816,0.51,5.6,0.906,0.584,0.243,0.039,0.041,0.094,0.529,0.591,0.445,0.158,0.5,0.326,0.689,0.933,0.061,28,0.087,0,0,0
2022,NBA,Max Strus,strusma01,25,MIA,SF,68,16,1587,0.441,21.1,0.216,0.135,0.053,0.016,0.012,0.784,0.557,0.658,0.433,0.222,0.429,0.41,0.779,0.956,0.016,7,0.258,0.5,1,0
2022,NBA,Jalen Suggs,suggsja01,20,ORL,PG,48,45,1307,0.361,13.3,0.642,0.263,0.245,0.069,0.066,0.358,0.443,0.611,0.313,0.395,0.306,0.214,0.365,0.667,0.035,15,0.122,0.208,1,0
2022,NBA,Craig Sword,swordcr01,28,WAS,SG,3,0,19,0.75,7,0.75,0.75,0,0,0,0.25,1,1,NA,NA,NA,0,1,NA,0,0,1,0,0,0
2022,NBA,Keifer Sykes,sykeske01,28,IND,PG,32,11,566,0.363,17.3,0.526,0.168,0.079,0.116,0.163,0.474,0.42,0.688,0.333,0.182,0.355,0.3,0.429,0.889,0.021,4,0.3,0.407,0,0
2022,NBA,Jae'Sean Tate,tateja01,26,HOU,PF,78,77,2056,0.498,9.2,0.723,0.414,0.295,0.01,0.004,0.277,0.569,0.705,0.391,0.286,0.333,0.312,0.49,0.937,0.064,43,0.391,0.316,0,0
2022,NBA,Jayson Tatum,tatumja01,23,BOS,SF,76,76,2731,0.453,15.2,0.584,0.22,0.176,0.088,0.1,0.416,0.524,0.741,0.413,0.328,0.41,0.353,0.429,0.565,0.052,76,0.121,0.38,2,0
2022,NBA,Terry Taylor,taylote01,22,IND,PF,33,7,714,0.614,7.2,0.827,0.482,0.282,0.045,0.018,0.173,0.676,0.755,0.565,0.6,0.5,0.316,0.667,0.917,0.064,11,0.658,0.32,1,0
2022,NBA,Garrett Temple,templga01,35,NOP,SG,59,16,1098,0.376,18.1,0.373,0.18,0.071,0.071,0.051,0.627,0.473,0.642,0.429,0.238,0.267,0.319,0.635,0.983,0.014,4,0.459,0.318,0,0
2022,NBA,Emanuel Terry,terryem01,25,PHO,PF,3,0,18,0,2.2,1,0.6,0.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0
2022,NBA,Tyrell Terry,terryty01,21,MEM,PG,2,0,3,1,15.2,1,0,0,1,0,0,1,NA,NA,1,NA,NA,0,NA,0,0,NA,NA,0,0
2022,NBA,Jon Teske,teskejo01,24,MEM,C,3,0,8,0,15.5,1,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2022,NBA,Daniel Theis,theisda01,29,2TM,C,47,27,977,0.519,11.9,0.632,0.378,0.134,0.076,0.045,0.368,0.641,0.745,0.59,0.364,0.385,0.308,0.797,0.97,0.189,48,0.252,0.37,1,0
2022,NBA,Daniel Theis,theisda01,29,HOU,C,26,21,584,0.469,14.2,0.559,0.346,0.089,0.078,0.045,0.441,0.61,0.71,0.625,0.357,0.25,0.291,0.77,1,0.162,24,0.203,0.375,1,0
2022,NBA,Daniel Theis,theisda01,29,BOS,C,21,6,393,0.598,9.7,0.75,0.429,0.205,0.071,0.045,0.25,0.679,0.792,0.565,0.375,0.6,0.357,0.825,0.9,0.232,24,0.393,0.364,0,0
2022,NBA,Brodric Thomas,thomabr01,25,BOS,SG,12,0,60,0.444,14.5,0.5,0.389,0.111,0,0,0.5,0.667,0.857,0,NA,NA,0.222,0.833,0.5,0.167,1,0.111,0,0,0
2022,NBA,Cam Thomas,thomaca02,20,BRK,SG,67,2,1176,0.433,16,0.654,0.107,0.145,0.25,0.151,0.346,0.52,0.574,0.521,0.548,0.434,0.27,0.415,0.702,0.002,0,0.172,0.433,0,0
2022,NBA,Isaiah Thomas,thomais02,32,3TM,PG,22,1,333,0.401,17.5,0.503,0.126,0.18,0.132,0.066,0.497,0.464,0.571,0.233,0.636,0.545,0.337,0.487,0.786,0,0,0.241,0.35,0,0
2022,NBA,Isaiah Thomas,thomais02,32,LAL,PG,4,1,101,0.308,18.7,0.436,0.103,0.077,0.205,0.051,0.564,0.412,0.5,0,0.625,0,0.227,0.571,0.8,0,0,0.182,0.25,0,0
2022,NBA,Isaiah Thomas,thomais02,32,DAL,PG,1,0,13,0.375,17.6,0.625,0.125,0,0.25,0.25,0.375,0.6,1,NA,0.5,0.5,0,0,NA,0,0,0,NA,0,0
2022,NBA,Isaiah Thomas,thomais02,32,CHO,PG,17,0,219,0.433,16.2,0.517,0.133,0.225,0.1,0.058,0.483,0.468,0.563,0.259,0.667,0.714,0.397,0.517,0.783,0,0,0.276,0.375,0,0
2022,NBA,Matt Thomas,thomama02,27,CHI,SG,40,0,459,0.41,22.6,0.321,0.007,0.015,0.082,0.216,0.679,0.465,1,0,0.273,0.552,0.385,0.85,0.886,0,0,0.242,0.5,0,0
2022,NBA,Klay Thompson,thompkl01,31,GSW,SG,32,32,941,0.429,18.9,0.483,0.061,0.129,0.162,0.131,0.517,0.477,0.714,0.486,0.409,0.44,0.385,0.636,0.886,0.009,5,0.166,0.367,1,0
2022,NBA,Tristan Thompson,thomptr01,30,3TM,C,57,6,897,0.528,4.6,0.989,0.487,0.464,0.034,0.004,0.011,0.53,0.608,0.452,0.556,0,0.333,0.657,1,0.157,33,0,NA,2,0
2022,NBA,Tristan Thompson,thomptr01,30,SAC,C,30,3,455,0.503,3.9,0.993,0.497,0.47,0.026,0,0.007,0.5,0.56,0.423,0.75,NA,1,0.64,1,0.172,18,0,NA,0,0
2022,NBA,Tristan Thompson,thomptr01,30,IND,C,4,0,66,0.542,4.9,1,0.292,0.667,0.042,0,0,0.542,0.857,0.375,1,NA,NA,0.846,NA,0.083,2,NA,NA,0,0
2022,NBA,Tristan Thompson,thomptr01,30,CHI,C,23,3,376,0.565,4.8,0.978,0.522,0.402,0.043,0.011,0.022,0.578,0.646,0.541,0.25,0,0,0.635,NA,0.152,13,0,NA,2,0
2022,NBA,JT Thor,thorjt01,19,CHO,PF,33,0,262,0.436,15.8,0.509,0.255,0.127,0.073,0.055,0.491,0.607,0.786,0.429,0.25,0.667,0.259,0.706,1,0.145,7,0.111,0.667,0,0
2022,NBA,Matisse Thybulle,thybuma01,24,PHI,SG,66,50,1685,0.5,13.1,0.52,0.407,0.097,0.017,0,0.48,0.673,0.795,0.276,0,NA,0.313,0.733,0.956,0.203,60,0.486,0.371,0,0
2022,NBA,Killian Tillie,tilliki02,23,MEM,C,36,3,461,0.339,18.7,0.323,0.126,0.157,0.039,0,0.677,0.39,0.688,0.2,0.2,NA,0.314,0.625,0.963,0.024,3,0.302,0.269,0,0
2022,NBA,Xavier Tillman Sr.,tillmxa01,23,MEM,PF,53,2,701,0.454,9.6,0.773,0.389,0.245,0.106,0.032,0.227,0.527,0.595,0.472,0.478,0.286,0.204,0.67,0.9,0.093,16,0.286,0.357,0,0
2022,NBA,Isaiah Todd,toddis01,20,WAS,PF,12,0,74,0.269,18,0.385,0.154,0.115,0.077,0.038,0.615,0.3,0.25,0.333,0,1,0.25,0.667,1,0,0,0.563,0.444,0,0
2022,NBA,Obi Toppin,toppiob01,23,NYK,PF,72,10,1230,0.531,10.5,0.643,0.505,0.108,0.017,0.013,0.357,0.655,0.728,0.392,0.375,0.333,0.308,0.824,1,0.235,102,0.491,0.349,1,0
2022,NBA,Juan Toscano-Anderson,toscaju01,28,GSW,SF,73,6,994,0.489,11.7,0.63,0.328,0.277,0.013,0.013,0.37,0.588,0.662,0.538,0,0.333,0.322,0.69,0.857,0.102,21,0.253,0.273,1,0
2022,NBA,Karl-Anthony Towns,townska01,26,MIN,C,74,74,2476,0.529,11.5,0.699,0.333,0.255,0.049,0.062,0.301,0.58,0.688,0.537,0.35,0.36,0.41,0.537,0.887,0.091,99,0.087,0.344,0,0
2022,NBA,Gary Trent Jr.,trentga02,23,TOR,SG,70,69,2448,0.414,18.5,0.498,0.087,0.131,0.113,0.167,0.502,0.445,0.579,0.415,0.48,0.376,0.383,0.411,0.766,0.015,14,0.196,0.374,1,0
2022,NBA,P.J. Tucker,tuckepj01,36,MIA,PF,71,70,1981,0.484,13.8,0.549,0.199,0.255,0.079,0.016,0.451,0.54,0.6,0.532,0.471,0.286,0.415,0.819,0.988,0.007,3,0.886,0.415,0,0
2022,NBA,Rayjon Tucker,tuckera01,24,2TM,SG,5,0,71,0.667,20.9,0.444,0.222,0,0.111,0.111,0.556,0.5,1,NA,0,0,0.8,0,0.5,0.111,1,0.2,1,0,0
2022,NBA,Rayjon Tucker,tuckera01,24,DEN,SG,3,0,29,0.5,25.8,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.5,NA,0,0,0,0,NA,0,0
2022,NBA,Rayjon Tucker,tuckera01,24,MIL,SG,2,0,42,0.714,16,0.571,0.286,0,0.143,0.143,0.429,0.5,1,NA,0,0,1,0,0.667,0.143,1,0.333,1,0,0
2022,NBA,Myles Turner,turnemy01,25,IND,C,42,42,1235,0.509,14.8,0.534,0.242,0.216,0.048,0.028,0.466,0.662,0.789,0.565,0.526,0.545,0.333,0.683,1,0.061,22,0.186,0.324,0,0
2022,NBA,Jonas Valančiūnas,valanjo01,29,NOP,C,74,74,2240,0.544,9.1,0.832,0.333,0.324,0.132,0.043,0.168,0.581,0.696,0.52,0.484,0.45,0.361,0.627,0.982,0.064,53,0.019,0.333,0,0
2022,NBA,Denzel Valentine,valende01,28,2TM,SG,24,0,222,0.379,21.1,0.288,0.061,0.091,0.106,0.03,0.712,0.316,0.75,0.333,0.143,0,0.404,0.333,0.895,0.015,1,0.426,0.45,0,0
2022,NBA,Denzel Valentine,valende01,28,CLE,SG,22,0,204,0.371,20.6,0.29,0.065,0.081,0.113,0.032,0.71,0.278,0.75,0.2,0.143,0,0.409,0.4,0.889,0.016,1,0.432,0.474,0,0
2022,NBA,Denzel Valentine,valende01,28,UTA,SG,2,0,18,0.5,21.6,0.25,0,0.25,0,0,0.75,1,NA,1,NA,NA,0.333,0,1,0,0,0.333,0,0,0
2022,NBA,Jarred Vanderbilt,vandeja01,22,MIN,PF,74,67,1880,0.587,3.1,0.961,0.726,0.211,0.022,0.003,0.039,0.605,0.71,0.289,0.25,0,0.143,0.69,1,0.343,117,0.643,0.222,0,0
2022,NBA,Fred VanVleet,vanvlfr01,27,TOR,PG,65,65,2462,0.403,19.9,0.415,0.086,0.122,0.091,0.116,0.585,0.44,0.649,0.313,0.41,0.441,0.377,0.225,0.595,0,0,0.126,0.432,6,0
2022,NBA,Devin Vassell,vassede01,21,SAS,SF,71,32,1937,0.427,17.3,0.503,0.131,0.126,0.151,0.096,0.497,0.492,0.67,0.448,0.417,0.425,0.361,0.672,0.971,0.043,28,0.326,0.347,1,0
2022,NBA,Gabe Vincent,vincega01,25,MIA,PG,68,27,1589,0.417,19.5,0.37,0.138,0.078,0.082,0.072,0.63,0.5,0.563,0.475,0.524,0.378,0.368,0.4,0.798,0.002,1,0.251,0.42,5,0
2022,NBA,Nikola Vučević,vucevni01,31,CHI,C,73,73,2418,0.473,13,0.713,0.223,0.253,0.137,0.101,0.287,0.537,0.708,0.49,0.449,0.397,0.314,0.713,1,0.032,34,0.06,0.3,2,0
2022,NBA,Dean Wade,wadede01,25,CLE,PF,51,28,980,0.456,18.3,0.346,0.198,0.055,0.069,0.023,0.654,0.64,0.767,0.5,0.267,1,0.359,0.563,0.98,0.065,14,0.268,0.211,0,0
2022,NBA,Franz Wagner,wagnefr01,20,ORL,SF,79,79,2429,0.468,10.4,0.722,0.295,0.367,0.043,0.016,0.278,0.511,0.625,0.455,0.31,0.25,0.354,0.531,0.833,0.063,59,0.225,0.459,0,0
2022,NBA,Moritz Wagner,wagnemo01,24,ORL,C,63,3,960,0.497,14.4,0.492,0.316,0.169,0,0.008,0.508,0.672,0.752,0.552,NA,0,0.328,0.763,0.985,0.149,50,0.119,0.375,0,0
2022,NBA,Ish Wainright,wainris01,27,PHO,PF,45,0,359,0.394,15.8,0.433,0.231,0.163,0.019,0.019,0.567,0.489,0.708,0.294,0,0,0.322,0.636,1,0.038,3,0.475,0.429,0,0
2022,NBA,Kemba Walker,walkeke02,31,NYK,PG,37,37,948,0.403,18,0.462,0.138,0.13,0.084,0.111,0.538,0.444,0.569,0.375,0.323,0.463,0.367,0.211,0.507,0,0,0.03,0.5,0,0
2022,NBA,Lonnie Walker IV,walkelo01,23,SAS,SG,70,6,1612,0.407,17,0.538,0.166,0.122,0.093,0.157,0.462,0.487,0.693,0.43,0.366,0.383,0.314,0.54,0.856,0.029,21,0.195,0.362,5,0
2022,NBA,M.J. Walker,walkemj01,23,PHO,SG,2,0,8,0,15.4,0.5,0.25,0.25,0,0,0.5,0,0,0,NA,NA,0,NA,NA,0,0,0.5,0,0,0
2022,NBA,Tyrone Wallace,wallaty01,27,NOP,SG,6,0,75,0.35,13,0.6,0.35,0.15,0.05,0.05,0.4,0.417,0.714,0,0,0,0.25,1,1,0,0,0.375,0.333,0,0
2022,NBA,Derrick Walton,waltode01,26,DET,PG,3,3,108,0.231,18.1,0.5,0.077,0.192,0.038,0.192,0.5,0.231,0.5,0.2,0,0.2,0.231,0,1,0,0,0,NA,0,0
2022,NBA,Brad Wanamaker,wanambr01,32,2TM,PG,23,2,320,0.364,14,0.779,0.208,0.208,0.169,0.195,0.221,0.4,0.438,0.438,0.462,0.267,0.235,0.458,1,0,0,0.118,0,1,0
2022,NBA,Brad Wanamaker,wanambr01,32,IND,PG,22,1,293,0.361,13.3,0.764,0.222,0.222,0.139,0.181,0.236,0.4,0.438,0.438,0.4,0.308,0.235,0.409,1,0,0,0.118,0,1,0
2022,NBA,Brad Wanamaker,wanambr01,32,WAS,PG,1,1,27,0.4,14.7,1,0,0,0.6,0.4,0,0.4,NA,NA,0.667,0,NA,1,NA,0,0,NA,NA,0,0
2022,NBA,Duane Washington Jr.,washidu02,21,IND,PG,48,7,968,0.405,16.3,0.496,0.201,0.155,0.08,0.061,0.504,0.434,0.535,0.379,0.353,0.346,0.377,0.522,0.926,0.016,6,0.34,0.479,2,0
2022,NBA,P.J. Washington,washipj01,23,CHO,C,65,28,1768,0.47,15.8,0.434,0.286,0.132,0.015,0.002,0.566,0.606,0.711,0.4,0.5,0,0.365,0.793,0.973,0.103,51,0.252,0.316,3,0
2022,NBA,Yuta Watanabe,watanyu01,27,TOR,SF,38,4,445,0.406,17.2,0.428,0.167,0.13,0.101,0.029,0.572,0.492,0.565,0.333,0.571,0.5,0.342,0.655,1,0.029,2,0.43,0.382,0,0
2022,NBA,Lindy Waters III,waterli01,24,OKC,SG,25,1,465,0.406,22.4,0.166,0.04,0.097,0.023,0.006,0.834,0.621,0.714,0.647,0.25,1,0.363,0.722,0.887,0.023,4,0.247,0.306,0,0
2022,NBA,Tremont Waters,watertr01,24,2TM,PG,3,0,50,0.286,16.4,0.357,0,0.143,0.143,0.071,0.643,0.4,NA,0.5,0.5,0,0.222,0,0.5,0,0,0.222,0,0,0
2022,NBA,Tremont Waters,watertr01,24,TOR,PG,2,0,42,0.25,25.2,0.25,0,0.083,0.083,0.083,0.75,0.333,NA,0,1,0,0.222,0,0.5,0,0,0.222,0,0,0
2022,NBA,Tremont Waters,watertr01,24,WAS,PG,1,0,8,0.5,7.6,1,0,0.5,0.5,0,0,0.5,NA,1,0,NA,NA,0,NA,0,0,NA,NA,0,0
2022,NBA,Trendon Watford,watfotr01,21,POR,SF,48,10,869,0.532,8,0.858,0.371,0.337,0.135,0.015,0.142,0.581,0.768,0.478,0.361,0.25,0.237,0.579,0.889,0.03,7,0.237,0.111,0,0
2022,NBA,Paul Watson,watsopa01,27,OKC,SF,9,3,156,0.343,19.7,0.257,0.114,0.114,0.029,0,0.743,0.667,0.75,0.5,1,NA,0.231,0.5,1,0.029,0,0.423,0.273,0,0
2022,NBA,Quinndary Weatherspoon,weathqu01,25,GSW,SG,11,0,73,0.571,8.5,0.762,0.476,0.238,0.048,0,0.238,0.688,0.8,0.6,0,NA,0.2,0.818,1,0.048,1,0.2,0,0,0
2022,NBA,Russell Westbrook,westbru01,33,LAL,PG,78,78,2678,0.444,10.8,0.785,0.333,0.232,0.106,0.114,0.215,0.485,0.623,0.388,0.374,0.379,0.298,0.232,0.646,0.021,17,0.181,0.438,0,0
2022,NBA,Coby White,whiteco01,21,CHI,PG,61,17,1675,0.433,17.4,0.452,0.183,0.13,0.065,0.073,0.548,0.491,0.661,0.357,0.381,0.404,0.385,0.42,0.897,0.008,5,0.198,0.471,2,0
2022,NBA,Derrick White,whitede01,27,2TM,SG,75,52,2199,0.421,15.6,0.539,0.159,0.231,0.12,0.029,0.461,0.515,0.614,0.503,0.479,0.217,0.312,0.401,0.835,0.009,7,0.195,0.306,1,0
2022,NBA,Derrick White,whitede01,27,SAS,SG,49,48,1486,0.426,15.2,0.547,0.168,0.228,0.126,0.025,0.453,0.519,0.594,0.515,0.472,0.286,0.314,0.358,0.815,0.009,5,0.182,0.234,0,0
2022,NBA,Derrick White,whitede01,27,BOS,SG,26,4,713,0.409,16,0.517,0.135,0.239,0.104,0.039,0.483,0.504,0.677,0.473,0.5,0.111,0.306,0.517,0.882,0.009,2,0.225,0.44,1,0
2022,NBA,Hassan Whiteside,whiteha01,32,UTA,C,65,8,1162,0.652,3.8,1,0.552,0.376,0.058,0.015,0,0.652,0.802,0.516,0.263,0,NA,0.637,NA,0.282,86,NA,NA,0,0
2022,NBA,Joe Wieskamp,wieskjo01,22,SAS,SG,29,0,205,0.357,21.5,0.232,0.071,0.054,0.036,0.071,0.768,0.462,0.75,0.333,0.5,0.25,0.326,0.5,0.929,0,0,0.209,0.111,0,0
2022,NBA,Aaron Wiggins,wiggiaa01,23,OKC,SG,50,35,1209,0.463,12.7,0.591,0.249,0.318,0.018,0.006,0.409,0.573,0.655,0.514,0.5,0.5,0.304,0.561,0.976,0.05,15,0.362,0.34,0,0
2022,NBA,Andrew Wiggins,wiggian01,26,GSW,SF,73,73,2329,0.466,14.9,0.608,0.161,0.242,0.094,0.111,0.392,0.513,0.732,0.49,0.365,0.372,0.393,0.497,0.898,0.051,45,0.261,0.442,0,0
2022,NBA,Lindell Wigginton,wiggili01,23,MIL,PG,19,0,199,0.426,12.7,0.574,0.377,0.18,0.016,0,0.426,0.486,0.609,0.273,0,NA,0.346,0.765,1,0.016,0,0.308,0.625,0,0
2022,NBA,Brandon Williams,willibr03,22,POR,PG,24,16,640,0.372,14.1,0.624,0.259,0.184,0.099,0.082,0.376,0.42,0.507,0.327,0.429,0.348,0.292,0.311,0.71,0.004,1,0.208,0.455,3,0
2022,NBA,Grant Williams,willigr01,23,BOS,PF,77,21,1875,0.475,16.6,0.403,0.185,0.169,0.035,0.014,0.597,0.569,0.75,0.493,0.133,0.167,0.411,0.717,0.991,0.032,11,0.481,0.468,0,0
2022,NBA,Kenrich Williams,willike04,27,OKC,SF,49,0,1072,0.461,13.7,0.618,0.243,0.224,0.079,0.073,0.382,0.536,0.649,0.479,0.48,0.391,0.339,0.59,0.829,0.085,24,0.331,0.35,1,0
2022,NBA,Lou Williams,willilo02,35,ATL,PG,56,0,799,0.391,15.3,0.681,0.116,0.159,0.244,0.163,0.319,0.404,0.514,0.392,0.372,0.385,0.363,0.341,0.73,0.003,1,0.373,0.421,0,0
2022,NBA,Patrick Williams,willipa01,20,CHI,PF,17,9,422,0.529,13.2,0.716,0.275,0.147,0.108,0.186,0.284,0.534,0.714,0.4,0.545,0.368,0.517,0.667,0.933,0.069,7,0.414,0.5,0,0
2022,NBA,Robert Williams,williro04,24,BOS,C,61,61,1804,0.736,2.4,0.997,0.772,0.198,0.014,0.014,0.003,0.738,0.792,0.589,0.2,0.4,0,0.694,NA,0.47,157,0,NA,0,0
2022,NBA,Ziaire Williams,willizi02,20,MEM,SF,62,31,1346,0.45,17.2,0.429,0.179,0.108,0.083,0.059,0.571,0.632,0.855,0.478,0.343,0.64,0.314,0.8,0.961,0.104,44,0.471,0.325,2,0
2022,NBA,D.J. Wilson,wilsodj01,25,TOR,PF,4,1,54,0.733,9.6,0.867,0.4,0.133,0.2,0.133,0.133,0.846,1,0.5,0.667,1,0,0.727,NA,0.267,4,0.5,0,0,0
2022,NBA,Dylan Windler,windldy01,25,CLE,SF,50,0,459,0.378,18.7,0.286,0.194,0.082,0.01,0,0.714,0.571,0.632,0.5,0,NA,0.3,0.813,0.952,0.041,3,0.429,0.333,0,0
2022,NBA,Justise Winslow,winslju01,25,2TM,PF,48,11,774,0.428,10.8,0.743,0.354,0.257,0.07,0.062,0.257,0.497,0.681,0.379,0.222,0.25,0.227,0.695,1,0.023,5,0.409,0.222,2,0
2022,NBA,Justise Winslow,winslju01,25,LAC,PF,37,1,479,0.447,9.5,0.794,0.362,0.319,0.078,0.035,0.206,0.518,0.686,0.422,0.273,0.2,0.172,0.672,1,0.028,3,0.517,0.267,2,0
2022,NBA,Justise Winslow,winslju01,25,POR,PF,11,10,295,0.405,12,0.681,0.345,0.181,0.06,0.095,0.319,0.468,0.675,0.286,0.143,0.273,0.27,0.73,1,0.017,2,0.324,0.167,0,0
2022,NBA,Cassius Winston,winstca01,23,WAS,PG,7,0,39,0.364,19.1,0.455,0.091,0.091,0.182,0.091,0.545,0.4,0,0,0.5,1,0.333,0.5,1,0,0,0.167,0,0,0
2022,NBA,Robert Woodard II,woodaro01,22,SAC,SF,12,0,42,0.125,12.7,0.75,0.188,0.25,0.125,0.188,0.25,0.083,0.333,0,0,0,0.25,1,1,0.063,1,0.25,0,0,0
2022,NBA,Christian Wood,woodch01,26,HOU,C,68,67,2094,0.501,13,0.617,0.312,0.211,0.054,0.041,0.383,0.57,0.737,0.454,0.34,0.194,0.39,0.605,0.847,0.147,120,0.116,0.462,1,0
2022,NBA,Delon Wright,wrighde01,29,ATL,SG,77,8,1452,0.454,14.1,0.569,0.294,0.19,0.045,0.041,0.431,0.51,0.62,0.412,0.25,0.455,0.379,0.449,0.818,0.026,7,0.25,0.276,3,0
2022,NBA,McKinley Wright IV,wrighmc01,23,MIN,PG,5,0,19,0.667,19.3,0.333,0,0.333,0,0,0.667,1,NA,1,NA,NA,0.5,0,0,0,0,0,NA,0,0
2022,NBA,Moses Wright,wrighmo01,23,2TM,PF,4,0,14,0.25,13.2,0.75,0.25,0,0.5,0,0.25,0.333,1,NA,0,NA,0,1,NA,0,0,1,0,0,0
2022,NBA,Moses Wright,wrighmo01,23,LAC,PF,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2022,NBA,Moses Wright,wrighmo01,23,DAL,PF,3,0,13,0.25,13.2,0.75,0.25,0,0.5,0,0.25,0.333,1,NA,0,NA,0,1,NA,0,0,1,0,0,0
2022,NBA,Gabe York,yorkga01,28,IND,SG,2,0,21,0.286,22.4,0.143,0,0.143,0,0,0.857,1,NA,1,NA,NA,0.167,1,1,0,0,0.167,0,0,0
2022,NBA,Thaddeus Young,youngth01,33,2TM,PF,52,1,845,0.518,7.6,0.824,0.382,0.393,0.026,0.022,0.176,0.554,0.625,0.523,0.286,0.167,0.354,0.524,1,0.037,7,0.604,0.483,0,0
2022,NBA,Thaddeus Young,youngth01,33,SAS,PF,26,1,370,0.578,5.1,0.961,0.391,0.516,0.031,0.023,0.039,0.602,0.72,0.561,0,0.333,0,0.554,NA,0.039,3,0.2,0,0,0
2022,NBA,Thaddeus Young,youngth01,33,TOR,PF,26,0,475,0.465,10.1,0.701,0.375,0.285,0.021,0.021,0.299,0.495,0.537,0.463,0.667,0,0.395,0.48,1,0.035,4,0.651,0.5,0,0
2022,NBA,Trae Young,youngtr01,23,ATL,PG,76,76,2652,0.46,16.5,0.605,0.159,0.204,0.116,0.126,0.395,0.512,0.62,0.451,0.469,0.513,0.382,0.142,0.223,0,0,0.048,0.552,1,0
2022,NBA,Omer Yurtseven,yurtsom01,23,MIA,C,56,12,706,0.526,5.8,0.955,0.437,0.385,0.113,0.02,0.045,0.547,0.722,0.432,0.357,0,0.091,0.783,1,0.178,39,0.182,0,0,0
2022,NBA,Cody Zeller,zelleco01,29,POR,C,27,0,355,0.567,3.7,0.956,0.644,0.267,0.033,0.011,0.044,0.593,0.621,0.542,0.333,1,0,0.725,NA,0.211,16,0.25,0,0,0
2022,NBA,Ivica Zubac,zubaciv01,24,LAC,C,76,76,1852,0.626,3.4,1,0.58,0.382,0.032,0.006,0,0.626,0.714,0.508,0.5,0.333,NA,0.719,NA,0.248,110,NA,NA,0,0
2021,NBA,Precious Achiuwa,achiupr01,21,MIA,PF,61,4,737,0.544,3.3,0.996,0.667,0.263,0.039,0.026,0.004,0.546,0.645,0.367,0.333,0.167,0,0.734,NA,0.259,48,0,NA,0,0
2021,NBA,Jaylen Adams,adamsja01,24,MIL,PG,7,0,18,0.125,11,0.75,0.25,0.375,0.125,0,0.25,0.167,0,0,1,NA,0,0,NA,0,0,0,NA,0,0
2021,NBA,Steven Adams,adamsst01,27,NOP,C,58,58,1605,0.614,3.9,0.99,0.646,0.276,0.068,0,0.01,0.62,0.693,0.494,0.429,NA,0,0.598,NA,0.182,51,0,NA,3,0
2021,NBA,Bam Adebayo,adebaba01,23,MIA,C,64,64,2143,0.57,7.6,0.99,0.353,0.303,0.225,0.11,0.01,0.573,0.794,0.471,0.456,0.386,0.25,0.656,1,0.188,137,0.125,0,0,0
2021,NBA,LaMarcus Aldridge,aldrila01,35,2TM,C,26,23,674,0.473,13.3,0.73,0.152,0.122,0.152,0.304,0.27,0.505,0.622,0.472,0.444,0.489,0.388,0.688,0.968,0.044,12,0.175,0.429,0,0
2021,NBA,LaMarcus Aldridge,aldrila01,35,SAS,C,21,18,544,0.464,16.6,0.698,0.109,0.129,0.125,0.335,0.302,0.509,0.63,0.438,0.452,0.518,0.36,0.705,0.963,0.024,6,0.16,0.417,0,0
2021,NBA,LaMarcus Aldridge,aldrila01,35,BRK,C,5,5,130,0.521,9.9,0.896,0.375,0.083,0.292,0.146,0.104,0.488,0.611,0.75,0.429,0.143,0.8,0.619,1,0.146,6,0.4,0.5,0,0
